,Year,Team,Team 1,win
590,2019,Ole Miss_2019,Oklahoma_2019,False
591,2019,North Carolina_2019,Iona_2019,True
592,2019,Kentucky_2019,Abilene Christian_2019,True
593,2019,Houston_2019,Georgia St_2019,True
594,2019,Kansas_2019,Northeastern_2019,True
595,2019,Auburn_2019,New Mexico St_2019,True
596,2019,Iowa St_2019,Ohio St_2019,False
597,2019,Wofford_2019,Seton Hall_2019,True
598,2019,Utah St_2019,Washington_2019,False
599,2019,Duke_2019,Central Florida_2019,True
600,2019,Michigan St_2019,Minnesota_2019,True
601,2019,LSU_2019,Maryland_2019,True
602,2019,Virginia Tech_2019,Liberty_2019,True
603,2019,Gonzaga_2019,Baylor_2019,True
604,2019,Michigan_2019,Florida_2019,True
605,2019,Texas Tech_2019,Buffalo_2019,True
606,2019,Florida St_2019,Murray St_2019,True
607,2019,Virginia_2019,Oklahoma_2019,True
608,2019,Tennessee_2019,Iowa_2019,True
609,2019,Purdue_2019,Villanova_2019,True
610,2019,UC Irvine_2019,Oregon_2019,False
611,2019,North Carolina_2019,Washington_2019,True
612,2019,Kentucky_2019,Wofford_2019,True
613,2019,Houston_2019,Ohio St_2019,True
614,2019,Kansas_2019,Auburn_2019,False
615,2019,Duke_2019,Virginia Tech_2019,True
616,2019,Michigan St_2019,LSU_2019,True
617,2019,Gonzaga_2019,Florida St_2019,True
618,2019,Michigan_2019,Texas Tech_2019,False
619,2019,Virginia_2019,Oregon_2019,True
620,2019,Tennessee_2019,Purdue_2019,False
621,2019,North Carolina_2019,Auburn_2019,False
622,2019,Kentucky_2019,Houston_2019,True
623,2019,Duke_2019,Michigan St_2019,False
624,2019,Gonzaga_2019,Texas Tech_2019,False
625,2019,Virginia_2019,Purdue_2019,True
626,2019,Auburn_2019,Kentucky_2019,True
627,2019,Michigan St_2019,Texas Tech_2019,False
628,2019,Virginia_2019,Auburn_2019,True
629,2019,Texas Tech_2019,Virginia_2019,False
