"","X","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"355",192,"averett",13,60,3,12,16,11,20,19,25,61,8,16,31,17,36,19,0,0.242,0.475,0.199,0.17,0.234,0.357,0.2,0.2
"356",1546,"high-point",25,61,8,16,31,17,36,19,13,60,3,12,16,11,20,19,1,0.475,0.242,0.17,0.199,0.459,0.643,0.262,0.262
"357",1547,"corban",23,63,13,8,15,8,14,12,32,65,8,18,23,16,30,11,0,0.468,0.554,0.133,0.111,0.211,0.318,0.127,0.127
"358",1726,"idaho",32,65,8,18,23,16,30,11,23,63,13,8,15,8,14,12,1,0.554,0.468,0.111,0.133,0.533,0.682,0.277,0.277
"359",1548,"wofford",24,65,8,13,13,13,17,12,34,66,6,17,21,17,24,7,0,0.431,0.561,0.133,0.074,0.351,0.415,0.2,0.2
"360",1361,"louisiana-state",34,66,6,17,21,17,24,7,24,65,8,13,13,13,17,12,1,0.561,0.431,0.074,0.133,0.5,0.585,0.258,0.258
"361",1362,"north-carolina-central",27,66,7,8,17,10,26,13,28,59,8,17,25,10,27,13,0,0.462,0.542,0.135,0.133,0.27,0.491,0.121,0.121
"362",1118,"marshall",28,59,8,17,25,10,27,13,27,66,7,8,17,10,26,13,1,0.542,0.462,0.133,0.135,0.278,0.509,0.288,0.288
"363",1479,"tennessee-state",22,54,1,24,31,10,32,18,17,58,8,23,30,12,21,13,1,0.417,0.362,0.174,0.128,0.323,0.604,0.444,0.444
"364",14113,"northern-arizona",17,58,8,23,30,12,21,13,22,54,1,24,31,10,32,18,0,0.362,0.417,0.128,0.174,0.273,0.396,0.397,0.397
"365",23,"coe",15,53,6,1,1,3,21,18,30,57,10,4,7,8,27,13,0,0.34,0.614,0.248,0.168,0.1,0.438,0.019,0.019
"366",1727,"northern-iowa",30,57,10,4,7,8,27,13,15,53,6,1,1,3,21,18,1,0.614,0.34,0.168,0.248,0.276,0.562,0.07,0.07
"367",1638,"bryant",24,59,5,11,17,9,25,13,30,61,3,26,29,7,26,3,0,0.449,0.516,0.145,0.032,0.257,0.49,0.186,0.186
"368",1549,"notre-dame",30,61,3,26,29,7,26,3,24,59,5,11,17,9,25,13,1,0.516,0.449,0.032,0.145,0.219,0.51,0.426,0.426
"369",1363,"southern",25,58,5,12,18,12,27,20,26,61,8,17,27,12,22,13,0,0.474,0.492,0.207,0.128,0.353,0.551,0.207,0.207
"370",1243,"ohio",26,61,8,17,27,12,22,13,25,58,5,12,18,12,27,20,1,0.492,0.474,0.128,0.207,0.308,0.449,0.279,0.279
"371",1364,"vermont",33,54,7,21,27,7,29,16,28,69,9,5,7,9,14,14,1,0.676,0.471,0.164,0.155,0.333,0.674,0.389,0.389
"372",1480,"quinnipiac",28,69,9,5,7,9,14,14,33,54,7,21,27,7,29,16,0,0.471,0.676,0.155,0.164,0.237,0.326,0.072,0.072
"373",1365,"toledo",28,61,8,12,16,8,25,17,27,60,6,17,28,8,22,13,0,0.525,0.5,0.18,0.128,0.267,0.532,0.197,0.197
"374",13119,"saint-josephs",27,60,6,17,28,8,22,13,28,61,8,12,16,8,25,17,1,0.5,0.525,0.128,0.18,0.242,0.468,0.283,0.283
"375",1814,"letourneau",16,52,4,21,28,6,21,16,38,68,7,21,29,12,35,9,0,0.346,0.61,0.166,0.085,0.146,0.375,0.404,0.404
"376",1639,"sam-houston-state",38,68,7,21,29,12,35,9,16,52,4,21,28,6,21,16,1,0.61,0.346,0.085,0.166,0.364,0.625,0.309,0.309
"377",1728,"west-coast-baptist",23,60,8,16,24,6,15,20,36,64,12,25,36,16,34,17,0,0.45,0.656,0.191,0.145,0.15,0.306,0.267,0.267
"378",1550,"san-jose-state",36,64,12,25,36,16,34,17,23,60,8,16,24,6,15,20,1,0.656,0.45,0.145,0.191,0.516,0.694,0.391,0.391
