,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
306,Vanderbilt_1997,31,19,12,.613,11.47,7.70,,9,7,,,,,,,,2156,2030,,,708,1593,.444,177,514,.344,563,797,.706,329,987,458,301,60,485,520
310,Villanova_1997,34,24,10,.706,16.64,9.45,,12,6,,,,,,,,2552,2309,,,892,1931,.462,184,562,.327,584,842,.694,513,1379,516,287,207,555,638
314,Virginia_1997,31,18,13,.581,14.09,11.38,,7,9,,,,,,,,2099,2015,,,752,1763,.427,205,566,.362,390,579,.674,398,1148,387,168,133,388,556
316,Wake Forest_1997,31,24,7,.774,21.21,10.53,,11,5,,,,,,,,2138,1807,,,733,1575,.465,202,557,.363,470,681,.690,343,1189,403,129,182,454,457
328,Wisconsin_1997,28,18,10,.643,13.20,9.41,,11,7,,,,,,,,1654,1548,,,570,1391,.410,137,406,.337,377,569,.663,320,951,332,187,97,422,564
334,Xavier_1997,29,23,6,.793,16.14,5.28,,13,3,,,,,,,,2413,2098,,1190,838,1717,.488,153,454,.337,584,806,.725,430,1103,532,318,80,556,578
10,Arizona_1998,35,30,5,.857,24.58,8.38,,17,1,,,,,,,,3177,2610,,,1146,2350,.488,269,714,.377,616,860,.716,513,1372,677,352,113,502,578
14,Arkansas_1998,33,24,9,.727,16.16,5.78,,11,5,,,,,,,,2716,2389,,1325,984,2208,.446,237,671,.353,511,788,.648,524,1306,526,356,158,548,680
32,Butler_1998,33,22,11,.667,4.86,2.76,,8,6,,,,,,,,2228,2052,,,730,1642,.445,152,478,.318,616,929,.663,370,1163,400,177,96,491,612
48,Charlotte_1998,31,20,11,.645,12.21,6.73,,13,3,,,,,,,,2283,2113,,,816,1866,.437,180,525,.343,471,665,.708,426,1176,481,266,73,447,561
51,Cincinnati_1998,33,27,6,.818,17.85,4.98,,14,2,,,,,,,,2510,2085,,,861,1886,.457,178,513,.347,610,898,.679,521,1324,414,258,146,526,633
53,Clemson_1998,32,18,14,.563,17.18,10.34,,7,9,,,,,,,,2309,2090,,,842,1783,.472,164,485,.338,461,751,.614,396,1082,484,256,90,406,683
57,College of Charleston_1998,30,24,6,.800,4.44,-9.02,,14,2,,,,,,,,2102,1662,,,784,1701,.461,105,305,.344,429,618,.694,389,1079,434,329,125,401,487
61,Connecticut_1998,37,32,5,.865,20.68,7.89,,15,3,,,,,,,,2836,2363,,,1003,2188,.458,220,616,.357,610,832,.733,520,1447,529,314,148,525,671
68,Davidson_1998,30,20,10,.667,-0.71,-3.74,,13,2,,,,,,,,2138,1987,,,747,1726,.433,209,595,.351,435,646,.673,416,1117,472,223,61,501,584
71,Delaware_1998,30,20,10,.667,-1.92,-3.42,,12,6,,,,,,,,2191,2111,,,758,1705,.445,177,488,.363,498,695,.717,320,1072,420,240,91,504,563
73,Detroit Mercy_1998,31,25,6,.806,9.86,0.48,,12,2,,,,,,,,2314,1957,,,817,1771,.461,208,554,.375,472,639,.739,389,1107,437,229,100,409,597
76,Duke_1998,36,32,4,.889,29.56,9.33,,15,1,,,,,,,,3082,2308,,,1081,2278,.475,273,739,.369,647,960,.674,534,1377,514,339,183,448,670
82,Eastern Michigan_1998,30,20,10,.667,6.70,2.67,,13,5,,,,,,,,2394,2266,,,909,1933,.470,210,572,.367,366,552,.663,415,1121,473,234,110,429,600
86,Fairleigh Dickinson_1998,30,23,7,.767,2.90,-5.38,,13,3,,,,,,,,2511,2253,,,851,1883,.452,233,639,.365,576,855,.674,530,1370,438,244,185,593,588
92,Florida State_1998,32,18,14,.563,12.92,10.77,,6,10,,,,,,,,2287,2218,,,836,1830,.457,129,438,.295,486,731,.665,434,1240,461,237,165,543,631
98,George Washington_1998,33,24,9,.727,9.91,4.76,,11,5,,,,,,,,2414,2244,,,848,1903,.446,145,449,.323,573,883,.649,479,1320,494,234,88,513,715
119,Illinois-Chicago_1998,28,22,6,.786,9.20,0.67,,12,2,,,,,,,,2090,1851,,,715,1641,.436,192,460,.417,468,639,.732,398,1034,397,169,76,354,530
120,Illinois State_1998,31,25,6,.806,9.63,3.40,,16,2,,,,,,,,2363,2141,,,865,1804,.479,220,587,.375,413,613,.674,342,1099,574,259,77,473,625
121,Illinois_1998,33,23,10,.697,15.21,8.97,,13,3,,,,,,,,2301,2095,,,827,1869,.442,215,593,.363,432,634,.681,368,1109,469,244,90,443,617
123,Indiana_1998,32,20,12,.625,14.18,10.71,,9,7,,,,,,,,2457,2346,,,879,1792,.491,186,489,.380,513,702,.731,327,1079,568,235,105,498,585
124,Iona_1998,33,27,6,.818,8.56,-2.07,,15,3,,,,,,,,2652,2295,,,934,2008,.465,210,599,.351,574,835,.687,475,1247,511,325,205,504,652
134,Kansas_1998,39,35,4,.897,22.85,6.54,,15,1,,,,,,,,3300,2628,,,1249,2536,.493,229,610,.375,573,842,.681,604,1682,746,315,220,623,651
136,Kentucky_1998,39,35,4,.897,22.95,9.85,,14,2,,,,,,,,3123,2612,,,1161,2409,.482,250,681,.367,551,816,.675,587,1640,691,341,240,583,722
