,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
42,UC-Santa Barbara_2002,31,20,11,.645,5.55,-0.05,,11,7,,11,2,,5,8,,2066,1889,,,693,1544,.449,201,499,.403,479,634,.756,301,1078,454,171,87,423,
45,University of California_2002,32,23,9,.719,13.08,7.45,,12,6,,18,1,,4,7,,2310,2130,,,835,1849,.452,187,595,.314,453,669,.677,365,1087,487,254,132,423,
49,Central Connecticut State_2002,32,27,5,.844,-1.10,-9.29,,19,1,,13,2,,11,2,,2280,2018,,,814,1777,.458,139,397,.350,513,697,.736,418,1247,426,215,107,480,
53,Charlotte_2002,30,18,12,.600,13.61,8.68,,11,5,,11,3,,6,7,,2205,2057,,1205,761,1730,.440,247,676,.365,436,616,.708,377,1136,416,203,72,408,
56,Cincinnati_2002,35,31,4,.886,24.38,6.58,,14,2,,18,0,,7,3,,2738,2115,,,967,2071,.467,209,577,.362,595,839,.709,462,1396,480,167,154,416,
68,Connecticut_2002,34,27,7,.794,16.02,7.43,,13,3,,13,1,,7,3,,2646,2354,,,972,2012,.483,154,391,.394,548,787,.696,464,1381,494,256,236,545,
71,Creighton_2002,32,23,9,.719,8.38,1.38,,14,4,,12,3,,7,5,,2421,2197,,1310,849,1829,.464,230,619,.372,493,675,.730,384,1142,488,261,125,458,
73,Davidson_2002,31,21,10,.677,0.60,0.71,,11,5,,11,2,,7,6,,2192,2046,,,776,1778,.436,249,705,.353,391,574,.681,369,1193,484,210,116,486,
82,Duke_2002,35,31,4,.886,28.91,9.16,,13,3,,13,0,,7,3,,3112,2421,,,1093,2209,.495,301,830,.363,625,906,.690,428,1303,625,351,113,501,
97,Florida Atlantic_2002,31,19,12,.613,-3.95,-5.33,,13,7,,10,3,,6,8,,2303,2235,,,859,2011,.427,178,527,.338,407,611,.666,505,1212,483,294,108,474,
100,Florida_2002,31,22,9,.710,22.27,8.37,,10,6,,13,2,,6,4,,2495,2064,,,892,1899,.470,232,658,.353,479,687,.697,430,1203,519,307,141,463,
112,Georgia_2002,32,22,10,.688,14.68,9.24,,10,6,,12,2,,6,6,,2444,2271,,1290,871,1947,.447,189,588,.321,513,696,.737,468,1226,495,281,114,455,
113,Gonzaga_2002,33,29,4,.879,13.90,0.74,,13,1,,13,0,,11,2,,2677,2197,,,907,1931,.470,237,606,.391,626,855,.732,425,1370,522,189,113,458,
116,Hampton_2002,33,26,7,.788,-0.40,-8.90,,17,1,,10,0,,11,4,,2623,2344,,,933,1940,.481,218,615,.354,539,805,.670,457,1241,470,265,115,489,
119,Hawaii_2002,33,27,6,.818,9.81,1.15,,15,3,,16,1,,7,3,,2367,2081,,,818,1818,.450,241,634,.380,490,716,.684,338,1103,546,230,116,407,
122,Holy Cross_2002,33,18,15,.545,-1.62,-5.10,,9,5,,9,3,,6,8,,2083,1968,,1325,694,1711,.406,148,439,.337,547,791,.692,420,1176,438,258,103,470,
127,Illinois-Chicago_2002,34,20,14,.588,1.45,1.42,,8,8,,11,2,,3,10,,2503,2400,,,862,1953,.441,251,619,.405,528,802,.658,423,1180,462,195,48,435,
129,Illinois_2002,35,26,9,.743,19.20,9.94,,11,5,,13,1,,5,6,,2708,2369,,,908,1932,.470,254,692,.367,638,862,.740,392,1264,590,258,141,511,
133,Indiana_2002,37,25,12,.676,19.19,12.08,,11,5,,10,1,,6,5,,2607,2316,,,916,1990,.460,270,659,.410,505,726,.696,406,1303,546,254,192,508,
143,Kansas_2002,37,33,4,.892,24.38,9.35,,16,0,,13,0,,11,1,,3365,2765,,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,
144,Kent State_2002,36,30,6,.833,13.67,2.10,,17,1,,12,0,,10,3,,2732,2305,,1450,986,2102,.469,224,614,.365,536,736,.728,474,1322,483,229,72,391,
145,Kentucky_2002,32,22,10,.688,19.15,11.99,,10,6,,12,3,,5,4,,2460,2183,,,905,2021,.448,219,692,.316,431,638,.676,492,1283,471,252,153,460,
166,Marquette_2002,33,26,7,.788,17.16,4.77,,13,3,,16,0,,5,6,,2413,2004,,1320,871,1841,.473,173,456,.379,498,720,.692,420,1170,462,279,113,455,
170,Maryland_2002,36,32,4,.889,23.50,9.38,,15,1,,15,0,,7,2,,3060,2552,,1440,1083,2248,.482,217,580,.374,677,933,.726,473,1479,714,302,216,495,
172,McNeese State_2002,30,21,9,.700,-0.59,-5.80,,17,3,,13,0,,8,8,,2102,1909,,1205,743,1687,.440,171,466,.367,445,681,.653,406,1139,387,260,153,480,
177,Miami (FL)_2002,32,24,8,.750,12.99,5.52,,10,6,,13,2,,5,4,,2395,2156,,1300,818,1902,.430,236,684,.345,523,678,.771,388,1174,525,285,190,460,
179,Michigan State_2002,31,19,12,.613,14.90,9.60,,10,6,,15,2,,4,5,,2150,1978,,1240,764,1654,.462,180,458,.393,442,573,.771,377,1163,438,155,93,461,
184,Mississippi State_2002,35,27,8,.771,14.42,7.33,,10,6,,14,1,,7,5,,2582,2334,,,943,1965,.480,192,551,.348,504,772,.653,457,1359,566,294,123,583,
186,Mississippi_2002,31,20,11,.645,13.61,6.85,,9,7,,13,1,,4,7,,2232,1993,,,745,1618,.460,235,618,.380,507,687,.738,334,1031,427,226,57,476,
189,Missouri_2002,36,24,12,.667,14.22,6.81,,9,7,,14,3,,4,6,,2877,2610,,,1031,2253,.458,326,834,.391,489,709,.690,535,1415,539,264,154,511,
192,Montana_2002,31,16,15,.516,-4.20,-1.71,,7,7,,9,4,,4,8,,2218,2263,,1240,760,1670,.455,213,596,.357,485,721,.673,306,1047,452,164,120,464,
199,Murray State_2002,32,19,13,.594,0.65,-1.94,,10,6,,11,4,,5,8,,2514,2349,,,941,2093,.450,210,652,.322,422,584,.723,510,1281,465,258,158,456,
214,North Carolina State_2002,34,23,11,.676,15.85,8.17,,9,7,,14,4,,6,5,,2565,2304,,1360,863,1910,.452,278,773,.360,561,743,.755,354,1119,547,269,72,452,
215,North Carolina-Wilmington_2002,33,23,10,.697,6.15,-0.09,,14,4,,11,2,,9,7,,2240,2034,,1330,784,1803,.435,221,592,.373,451,655,.689,374,1136,453,274,104,403,
226,Notre Dame_2002,33,22,11,.667,15.70,6.17,,10,6,,9,4,,7,4,,2601,2256,,,934,2037,.459,244,644,.379,489,690,.709,436,1351,629,259,163,435,
228,Ohio State_2002,32,24,8,.750,16.14,7.26,,11,5,,15,2,,5,5,,2362,2078,,,825,1702,.485,175,466,.376,537,795,.675,351,1052,483,193,75,421,
230,Oklahoma State_2002,32,23,9,.719,14.39,6.80,,10,6,,13,2,,5,5,,2293,2050,,,835,1863,.448,167,510,.327,456,708,.644,481,1279,460,247,110,486,
231,Oklahoma_2002,36,31,5,.861,21.04,7.70,,13,3,,16,0,,7,4,,2807,2327,,1455,1011,2281,.443,236,674,.350,549,716,.767,543,1439,517,325,134,427,
235,Oregon_2002,35,26,9,.743,19.67,6.93,,14,4,,17,0,,5,7,,2994,2538,,,1014,2082,.487,304,721,.422,662,861,.769,384,1280,580,261,114,482,
238,Pennsylvania_2002,32,25,7,.781,7.96,-1.51,,11,3,,13,3,,10,2,,2342,2039,,,815,1701,.479,266,668,.398,446,609,.732,265,1035,561,209,108,421,
239,Pepperdine_2002,31,22,9,.710,8.59,3.36,,13,1,,11,1,,7,6,,2519,2319,,1265,906,1990,.455,233,635,.367,474,661,.717,410,1176,445,229,159,449,
240,Pittsburgh_2002,35,29,6,.829,14.69,4.55,,13,3,,16,1,,7,2,,2530,2133,,,928,1974,.470,220,682,.323,454,751,.605,464,1345,590,235,156,498,
268,San Diego State_2002,33,21,12,.636,7.69,6.02,,7,7,,12,3,,6,8,,2455,2339,,1335,906,1902,.476,147,409,.359,496,752,.660,400,1219,472,225,123,508,
274,Siena_2002,36,17,19,.472,-2.74,-3.71,,9,9,,12,5,,3,11,,2517,2482,,1480,853,2044,.417,250,722,.346,561,754,.744,402,1361,465,199,149,550,
281,Southern California_2002,32,22,10,.688,16.49,8.31,,12,6,,13,2,,9,6,,2494,2232,,1295,909,2063,.441,201,580,.347,475,686,.692,455,1231,504,287,129,389,
282,Southern Illinois_2002,36,28,8,.778,9.79,1.67,,14,4,,13,0,,9,5,,2717,2425,,,976,2115,.461,220,601,.366,545,880,.619,483,1396,547,262,171,493,
291,St. John's (NY)_2002,32,20,12,.625,7.80,6.30,,9,7,,14,2,,3,7,,2250,2202,,1295,784,1953,.401,139,484,.287,543,811,.670,498,1206,368,323,120,484,
292,Stanford_2002,30,20,10,.667,17.03,9.03,,12,6,,10,3,,7,5,,2420,2180,,1215,822,1823,.451,207,608,.340,569,813,.700,446,1254,480,152,130,409,
312,Texas Tech_2002,32,23,9,.719,14.72,7.22,,10,6,,15,2,,6,5,,2532,2292,,,931,1999,.466,146,388,.376,524,768,.682,419,1230,588,243,134,397,
313,Texas_2002,34,22,12,.647,14.31,9.98,,10,6,,10,5,,7,3,,2657,2489,,1380,949,2096,.453,200,544,.368,559,814,.687,524,1356,516,211,131,466,
318,Tulsa_2002,34,27,7,.794,12.66,2.30,,15,3,,13,3,,10,2,,2726,2363,,1365,961,2016,.477,259,639,.405,545,724,.753,373,1214,586,269,153,436,
319,UCLA_2002,33,21,12,.636,13.14,10.77,,11,7,,11,4,,5,6,,2476,2398,,1330,902,1912,.472,223,572,.390,449,649,.692,393,1209,475,182,93,496,
321,Utah_2002,30,21,9,.700,10.68,5.18,,10,4,,14,2,,6,6,,2018,1839,,,688,1467,.469,236,582,.405,406,603,.673,263,917,439,180,82,397,
322,Valparaiso_2002,33,25,8,.758,9.38,-1.24,,12,2,,11,1,,8,5,,2564,2180,,1325,893,1989,.449,275,785,.350,503,754,.667,448,1242,570,334,136,437,
333,Wake Forest_2002,34,21,13,.618,15.25,10.28,,9,7,,13,3,,5,7,,2789,2620,,,1001,2094,.478,240,655,.366,547,741,.738,438,1309,553,220,140,497,
340,Western Kentucky_2002,32,28,4,.875,10.46,-0.28,,13,1,,14,0,,10,3,,2491,2069,,1295,876,1884,.465,279,734,.380,460,658,.699,410,1229,501,228,106,456,
344,Winthrop_2002,31,19,12,.613,-6.54,-8.21,,10,4,,9,4,,7,5,,2092,2018,,1250,725,1735,.418,194,630,.308,448,684,.655,405,1178,359,236,129,459,
345,Wisconsin_2002,32,19,13,.594,10.09,9.22,,11,5,,12,1,,6,8,,2144,2101,,,731,1675,.436,211,593,.356,471,655,.719,328,1032,407,188,60,414,
348,Wyoming_2002,31,22,9,.710,8.62,2.72,,11,3,,14,1,,6,6,,2324,2129,,,795,1745,.456,132,440,.300,602,862,.698,394,1245,418,212,136,449,
349,Xavier_2002,32,26,6,.813,13.90,4.09,,14,2,,13,1,,9,4,,2317,2003,,1285,777,1732,.449,197,552,.357,566,785,.721,389,1188,400,215,143,435,
6,Alabama_2003,29,17,12,.586,13.36,9.40,,7,9,,13,2,,1,8,,2002,1887,,1165,695,1653,.420,183,568,.322,429,602,.713,389,1079,352,187,112,380,527
11,Arizona State_2003,32,20,12,.625,15.01,9.27,,11,7,,12,3,,4,6,,2464,2257,,,886,1838,.482,131,404,.324,561,832,.674,434,1162,506,173,139,437,626
12,Arizona_2003,32,28,4,.875,23.42,8.95,,17,1,,14,1,,11,1,,2725,2262,,1300,973,2111,.461,228,645,.353,551,777,.709,479,1374,569,274,136,468,559
18,Auburn_2003,34,22,12,.647,12.68,8.34,,8,8,,13,4,,4,5,,2408,2235,,,879,1890,.465,198,573,.346,452,685,.660,417,1200,457,269,176,541,561
19,Austin Peay_2003,31,23,8,.742,-0.84,-1.98,,13,3,,14,0,,6,7,,2204,2101,,1260,758,1648,.460,192,553,.347,496,719,.690,339,1084,424,225,143,476,567
33,Brigham Young_2003,32,23,9,.719,13.63,5.29,,11,3,,13,1,,6,5,,2299,2032,,1285,765,1654,.463,194,517,.375,575,762,.755,353,1134,428,222,82,436,688
37,Butler_2003,33,27,6,.818,9.11,2.23,,14,2,,13,0,,10,5,,2229,1986,,1340,786,1655,.475,274,699,.392,383,533,.719,261,923,420,207,59,353,528
46,University of California_2003,31,22,9,.710,11.77,7.58,,13,5,,13,1,,7,4,,2301,2171,,,847,1819,.466,198,530,.374,409,601,.681,350,1095,487,203,87,433,533
52,Central Michigan_2003,32,25,7,.781,6.85,1.79,,14,4,,12,1,,9,5,,2553,2346,,1280,864,1714,.504,224,574,.390,601,789,.762,347,1079,504,237,120,577,658
57,Cincinnati_2003,29,17,12,.586,12.90,7.45,,9,7,,13,3,,3,7,,1954,1796,,,667,1653,.404,197,573,.344,423,613,.690,366,1030,357,152,125,307,556
64,Colorado State_2003,33,19,14,.576,5.38,4.41,,5,9,,14,4,,3,9,,2450,2363,,1325,876,1733,.505,137,380,.361,561,805,.697,374,1175,514,179,149,553,682
67,Colorado_2003,32,20,12,.625,12.82,8.01,,9,7,,14,1,,3,9,,2405,2251,,,869,1961,.443,159,487,.326,508,759,.669,461,1351,424,196,214,447,568
69,Connecticut_2003,33,23,10,.697,15.84,7.63,,10,6,,14,2,,5,6,,2622,2351,,1325,964,2057,.469,196,508,.386,498,736,.677,486,1407,502,192,253,507,604
72,Creighton_2003,34,29,5,.853,15.33,1.03,,15,3,,17,0,,7,4,,2688,2202,,1365,974,1956,.498,270,693,.390,470,678,.693,373,1155,575,283,153,461,591
75,Dayton_2003,30,24,6,.800,11.00,5.17,,14,2,,17,1,,7,4,,2182,2007,,,738,1638,.451,227,633,.359,479,671,.714,403,1091,452,159,88,397,529
83,Duke_2003,33,26,7,.788,19.86,8.38,,11,5,,15,0,,3,6,,2677,2298,,1330,897,1981,.453,244,672,.363,639,897,.712,431,1206,444,286,178,462,698
86,East Tennessee State_2003,31,20,11,.645,-0.90,-2.94,,11,5,,11,2,,5,8,,2543,2332,,,899,1933,.465,167,474,.352,578,791,.731,437,1201,448,354,156,561,590
101,Florida_2003,33,25,8,.758,18.54,7.76,,12,4,,15,1,,8,3,,2484,2128,,1335,883,1856,.476,287,735,.390,431,613,.703,352,1149,542,249,131,438,559
115,Gonzaga_2003,33,24,9,.727,12.26,3.80,,12,2,,11,2,,9,3,,2558,2279,,1345,862,1843,.468,239,635,.376,595,822,.724,394,1234,520,218,116,474,619
124,Holy Cross_2003,31,26,5,.839,5.26,-5.38,,13,1,,12,0,,12,3,,2180,1821,,,759,1643,.462,170,469,.362,492,695,.708,377,1131,489,246,138,426,577
133,Illinois_2003,32,25,7,.781,19.82,6.76,,11,5,,15,0,,4,6,,2388,1970,,1280,859,1793,.479,233,636,.366,437,603,.725,305,1133,575,227,100,418,598
135,Indiana_2003,34,21,13,.618,12.63,9.81,,8,8,,11,1,,2,9,,2376,2280,,1375,788,1851,.426,254,727,.349,546,760,.718,387,1234,470,146,175,392,613
140,IUPUI_2003,34,20,14,.588,-2.43,-1.80,,10,4,,9,3,,7,8,,2423,2406,,1370,833,1855,.449,215,626,.343,542,774,.700,404,1118,457,289,61,547,654
146,Kansas_2003,38,30,8,.789,25.00,10.53,,14,2,,15,1,,7,2,,3141,2541,,,1182,2393,.494,183,546,.335,594,906,.656,550,1589,653,373,192,562,633
148,Kentucky_2003,36,32,4,.889,22.47,9.33,,16,0,,12,1,,9,1,,2782,2309,,,1026,2102,.488,208,585,.356,522,742,.704,460,1324,574,281,176,501,625
161,Louisiana State_2003,32,21,11,.656,16.08,6.83,,8,8,,16,2,,2,6,,2326,2030,,1280,851,1767,.482,215,571,.377,409,633,.646,346,1124,515,255,132,446,524
163,Louisville_2003,32,25,7,.781,19.81,6.84,,11,5,,16,2,,8,3,,2612,2197,,,902,1950,.463,272,752,.362,536,770,.696,442,1220,529,237,148,426,725
168,Manhattan_2003,30,23,7,.767,5.78,-1.99,,14,4,,7,2,,12,3,,2274,2041,,1225,774,1730,.447,166,480,.346,560,711,.788,342,1032,418,275,115,423,650
170,Marquette_2003,33,27,6,.818,16.28,7.28,,14,2,,15,1,,7,3,,2589,2292,,,901,1871,.482,202,508,.398,585,759,.771,487,1208,533,198,117,438,622
174,Maryland_2003,31,21,10,.677,20.56,7.56,,11,5,,14,2,,4,5,,2472,2069,,1250,901,1940,.464,204,523,.390,466,654,.713,409,1241,573,322,198,431,588
179,Memphis_2003,30,23,7,.767,13.23,5.27,,13,3,,14,2,,7,4,,2232,1993,,,787,1809,.435,210,610,.344,448,685,.654,448,1203,493,216,152,412,563
183,Michigan State_2003,35,22,13,.629,16.12,9.72,,10,6,,14,2,,3,6,,2367,2143,,1405,812,1795,.452,179,477,.375,564,767,.735,373,1226,474,217,121,502,707
186,Milwaukee_2003,32,24,8,.750,7.71,0.81,,13,3,,12,0,,9,6,,2466,2238,,,874,1855,.471,246,695,.354,472,681,.693,370,1101,542,283,114,475,649
188,Mississippi State_2003,31,21,10,.677,17.65,8.00,,9,7,,13,2,,4,6,,2151,1852,,,806,1718,.469,173,507,.341,366,543,.674,374,1148,445,268,116,479,490
193,Missouri_2003,33,22,11,.667,14.87,10.15,,9,7,,14,1,,3,7,,2389,2233,,1325,870,1959,.444,252,699,.361,397,600,.662,437,1301,452,185,144,457,562
215,North Carolina-Asheville_2003,32,15,17,.469,-13.19,-5.61,,7,7,,10,2,,2,14,,2320,2514,,1310,801,1848,.433,212,586,.362,506,665,.761,393,1142,430,230,99,514,616
218,North Carolina State_2003,31,18,13,.581,11.76,7.57,,9,7,,14,3,,3,7,,2246,2116,,1250,755,1656,.456,248,696,.356,488,634,.770,290,989,456,238,100,440,580
221,North Carolina-Wilmington_2003,31,24,7,.774,8.52,-2.80,,15,3,,11,1,,10,5,,2214,1863,,1250,801,1747,.459,216,581,.372,396,572,.692,309,1022,456,283,58,352,572
230,Notre Dame_2003,34,24,10,.706,17.32,9.43,,10,6,,14,2,,4,5,,2692,2424,,1375,917,2055,.446,283,735,.385,575,756,.761,378,1303,558,248,189,446,551
234,Oklahoma State_2003,32,22,10,.688,14.62,8.46,,10,6,,13,2,,6,5,,2224,2004,,1285,800,1784,.448,157,496,.317,467,719,.650,397,1175,408,286,171,474,644
235,Oklahoma_2003,34,27,7,.794,18.86,8.53,,12,4,,15,1,,5,3,,2392,2041,,1375,853,1912,.446,250,638,.392,436,629,.693,414,1251,482,237,123,412,619
239,Oregon_2003,33,23,10,.697,14.05,6.11,,10,8,,14,2,,5,6,,2689,2427,,1325,934,2039,.458,291,753,.386,530,685,.774,377,1190,567,263,91,504,692
244,Pennsylvania_2003,28,22,6,.786,8.44,-1.45,,14,0,,11,2,,10,3,,1958,1681,,1125,668,1432,.466,251,608,.413,371,523,.709,254,926,418,199,59,370,500
246,Pittsburgh_2003,33,28,5,.848,21.49,5.79,,13,3,,16,0,,7,4,,2473,1955,,,893,1766,.506,208,572,.364,479,748,.640,369,1203,589,271,134,484,591
252,Purdue_2003,30,19,11,.633,15.95,9.42,,10,6,,14,1,,3,6,,2156,1960,,,715,1638,.437,157,467,.336,569,757,.752,312,1015,360,216,85,413,598
266,Saint Joseph's_2003,30,23,7,.767,14.61,3.71,,12,4,,11,1,,9,5,,2111,1784,,,725,1637,.443,239,658,.363,422,615,.686,339,1060,417,217,166,387,563
270,Sam Houston State_2003,30,23,7,.767,-1.65,-6.87,,17,3,,16,0,,7,5,,2185,1951,,,751,1636,.459,194,542,.358,489,694,.705,338,1111,502,252,174,475,578
273,San Diego_2003,30,18,12,.600,5.46,2.74,,10,4,,9,5,,9,6,,2265,2143,,1210,765,1626,.470,210,554,.379,525,789,.665,354,1147,496,162,101,536,602
281,South Carolina State_2003,31,20,11,.645,-9.20,-10.14,,15,3,,8,2,,9,7,,2238,2209,,,765,1683,.455,161,484,.333,547,782,.699,396,1145,316,247,89,602,643
289,Southern Illinois_2003,31,24,7,.774,8.57,2.37,,16,2,,14,0,,8,5,,2307,2115,,1250,847,1801,.470,191,494,.387,422,603,.700,336,1028,430,245,96,388,600
297,Stanford_2003,33,24,9,.727,13.25,8.37,,14,4,,14,3,,7,3,,2391,2230,,1325,851,1925,.442,231,648,.356,458,676,.678,449,1279,482,177,117,470,618
301,Syracuse_2003,35,30,5,.857,19.02,9.02,,13,3,,17,0,,6,3,,2785,2435,,1405,1020,2146,.475,186,540,.344,559,806,.694,478,1425,523,298,247,494,592
316,Texas Southern_2003,31,18,13,.581,-9.57,-11.21,,11,7,,11,3,,4,8,,2268,2217,,,771,1721,.448,190,574,.331,536,876,.612,411,1184,442,198,67,472,571
319,Texas_2003,33,26,7,.788,18.91,9.27,,13,3,,14,0,,5,4,,2618,2300,,,916,2055,.446,196,550,.356,590,818,.721,531,1386,478,206,121,431,675
322,Troy_2003,32,26,6,.813,2.86,-4.80,,14,2,,10,1,,12,3,,2556,2262,,1280,914,2116,.432,312,916,.341,416,606,.686,486,1285,495,309,167,435,531
324,Tulsa_2003,33,23,10,.697,10.41,2.29,,12,6,,14,3,,6,6,,2423,2155,,,877,1884,.465,217,591,.367,452,619,.730,365,1221,488,242,159,467,565
326,Utah State_2003,33,24,9,.727,4.16,-1.43,,12,6,,12,2,,7,6,,2197,1979,,1330,799,1727,.463,134,456,.294,465,651,.714,414,1154,471,168,69,406,528
327,Utah_2003,33,25,8,.758,11.00,5.25,,11,3,,15,1,,7,4,,2191,1991,,1330,757,1679,.451,236,620,.381,441,620,.711,333,1093,427,163,124,427,658
332,Vermont_2003,33,21,12,.636,-1.32,-4.85,,11,5,,11,1,,7,8,,2275,2111,,1330,835,1870,.447,179,520,.344,426,640,.666,425,1295,477,230,102,479,520
338,Wagner_2003,32,21,11,.656,-3.33,-6.48,,14,4,,14,1,,7,9,,2403,2302,,1280,865,1841,.470,225,589,.382,448,616,.727,381,1098,514,239,89,482,566
339,Wake Forest_2003,31,25,6,.806,16.96,6.96,,13,3,,17,0,,7,4,,2412,2102,,1250,805,1778,.453,191,560,.341,611,813,.752,459,1292,441,201,143,475,578
342,Weber State_2003,32,26,6,.813,4.56,-2.01,,14,0,,13,0,,9,4,,2385,2164,,,800,1710,.468,189,576,.328,596,815,.731,345,1078,455,211,24,403,601
346,Western Kentucky_2003,33,24,9,.727,7.71,1.40,,12,2,,16,0,,5,7,,2430,2194,,,860,1866,.461,253,695,.364,457,692,.660,411,1186,473,234,120,497,608
353,Wisconsin_2003,32,24,8,.750,17.48,6.51,,12,4,,16,1,,6,5,,2250,1899,,,798,1723,.463,201,563,.357,453,619,.732,326,1045,423,221,88,334,478
357,Xavier_2003,32,26,6,.813,16.08,4.61,,15,1,,14,1,,10,2,,2482,2115,,,850,1897,.448,206,571,.361,576,772,.746,460,1259,523,172,96,407,500
1,Air Force_2004,29,22,7,.759,9.12,0.08,,12,2,,13,0,,8,5,,1737,1475,,1160,585,1216,.481,245,647,.379,322,453,.711,174,623,386,225,68,318,481
4,Alabama-Birmingham_2004,32,22,10,.688,11.76,5.63,,12,4,,14,1,,5,5,,2414,2218,,1285,882,2006,.440,213,646,.330,437,656,.666,401,1119,564,371,115,431,681
5,Alabama State_2004,31,16,15,.516,-11.10,-10.78,,11,7,,7,4,,5,9,,1904,1913,,,639,1523,.420,173,517,.335,453,691,.656,360,1066,315,219,95,537,581
6,Alabama_2004,33,20,13,.606,14.29,10.20,,8,8,,11,4,,4,6,,2380,2245,,,813,1802,.451,233,616,.378,521,735,.709,366,1148,395,213,111,423,598
12,Arizona_2004,30,20,10,.667,15.30,6.63,,11,7,,13,2,,5,5,,2614,2354,,1200,942,1938,.486,219,568,.386,511,650,.786,421,1177,560,206,135,448,483
29,Boston College_2004,34,24,10,.706,11.99,7.17,,10,6,,13,3,,5,5,,2312,2148,,1380,819,1799,.455,128,393,.326,546,804,.679,425,1224,543,241,102,457,537
33,Brigham Young_2004,30,21,9,.700,12.70,6.31,,10,4,,13,0,,5,7,,2200,1966,,1205,764,1571,.486,171,487,.351,501,692,.724,316,1017,445,208,98,409,566
51,Central Florida_2004,31,25,6,.806,1.86,-5.87,,17,3,,12,1,,11,3,,2181,1916,,,792,1732,.457,232,658,.353,365,510,.716,382,1129,520,279,141,473,574
54,Charlotte_2004,30,21,9,.700,12.24,4.70,,12,4,,10,3,,10,4,,2374,2148,,1225,812,1805,.450,232,682,.340,518,798,.649,441,1220,484,264,90,458,570
57,Cincinnati_2004,32,25,7,.781,18.75,6.28,,12,4,,18,1,,6,5,,2455,2056,,1285,867,1893,.458,237,612,.387,484,723,.669,420,1197,517,241,168,393,620
69,Connecticut_2004,39,33,6,.846,22.64,7.77,,12,4,,17,1,,6,4,,3073,2493,,1565,1154,2403,.480,249,619,.402,516,828,.623,586,1742,681,233,315,532,624
75,Dayton_2004,33,24,9,.727,7.11,3.57,,12,4,,15,2,,6,5,,2244,2127,,1335,780,1746,.447,207,644,.321,477,717,.665,409,1266,489,150,94,467,577
79,DePaul_2004,32,22,10,.688,9.06,6.38,,12,4,,11,4,,7,5,,2257,2171,,1300,813,1755,.463,163,450,.362,468,671,.697,382,1159,437,176,74,422,562
83,Duke_2004,37,31,6,.838,25.67,10.86,,13,3,,14,1,,8,2,,2954,2406,,1490,1018,2161,.471,263,722,.364,655,890,.736,474,1351,536,340,240,511,699
86,East Tennessee State_2004,33,27,6,.818,4.19,-3.15,,15,1,,12,0,,11,3,,2618,2291,,1325,946,2059,.459,201,580,.347,525,762,.689,411,1269,505,382,192,514,557
92,Eastern Washington_2004,30,17,13,.567,0.83,-0.34,,11,3,,11,1,,6,9,,2102,2035,,1215,747,1574,.475,179,488,.367,429,608,.706,279,918,480,192,49,453,605
97,Florida A&M_2004,32,15,17,.469,-9.85,-7.94,,10,8,,8,4,,3,12,,2311,2372,,,747,1802,.415,271,782,.347,546,771,.708,,1089,405,271,51,537,693
101,Florida_2004,31,20,11,.645,16.29,9.19,,9,7,,11,4,,4,5,,2369,2149,,1250,829,1719,.482,249,661,.377,462,616,.750,306,1081,492,200,98,454,586
113,Georgia Tech_2004,38,28,10,.737,20.66,11.21,,9,7,,13,3,,8,5,,2911,2552,,,1029,2213,.465,267,729,.366,586,847,.692,429,1422,579,338,172,578,795
115,Gonzaga_2004,31,28,3,.903,18.94,3.32,,14,0,,14,0,,11,0,,2536,2052,,,899,1765,.509,195,491,.397,543,724,.750,348,1230,556,192,116,418,500
129,Illinois-Chicago_2004,32,24,8,.750,6.00,-0.47,,12,4,,11,1,,9,3,,2223,2016,,,810,1797,.451,158,410,.385,445,700,.636,423,1126,468,247,85,405,572
133,Illinois_2004,33,26,7,.788,16.93,7.08,,13,3,,12,1,,7,2,,2402,2077,,1330,887,1899,.467,231,662,.349,397,571,.695,381,1151,565,224,122,401,618
146,Kansas_2004,33,24,9,.727,17.10,9.44,,12,4,,13,1,,5,5,,2503,2218,,1330,895,1923,.465,188,562,.335,525,743,.707,409,1303,572,232,165,485,661
148,Kentucky_2004,32,27,5,.844,18.83,8.55,,13,3,,11,2,,7,2,,2365,2036,,,862,1828,.472,204,572,.357,437,627,.697,371,1160,504,249,110,468,584
152,Lehigh_2004,31,20,11,.645,-7.30,-8.88,,10,4,,13,1,,5,9,,2082,1974,,1260,729,1718,.424,198,573,.346,426,595,.716,357,1132,412,229,108,450,577
155,Liberty_2004,33,18,15,.545,-3.12,-4.22,,12,4,,13,2,,4,10,,2284,2224,,,819,1913,.428,206,670,.307,440,651,.676,441,1235,461,292,104,528,644
159,Louisiana_2004,29,20,9,.690,6.24,0.42,,12,3,,10,1,,6,7,,2234,2000,,1160,797,1715,.465,237,638,.371,403,585,.689,341,988,474,260,62,419,538
163,Louisville_2004,30,20,10,.667,18.60,6.97,,9,7,,13,2,,5,6,,2195,1846,,1215,737,1757,.419,241,713,.338,480,641,.749,351,1126,460,249,151,413,616
