,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
437,North Carolina 2007,1187,2379,215,669,940,522.0,1551,524
438,North Texas 2007,926,2030,226,539,821,484.0,1356,537
439,Notre Dame 2007,869,1893,287,567,763,405.0,1229,414
440,Ohio State 2007,1029,2178,287,560,797,433.0,1390,443
441,Old Dominion 2007,788,1828,235,479,663,400.0,1208,406
442,Oral Roberts 2007,824,1767,204,588,827,372.0,1204,513
443,Oregon 2007,963,2131,350,531,698,432.0,1273,461
444,Pennsylvania 2007,836,1712,188,437,658,324.0,1024,433
445,Pittsburgh 2007,961,2035,229,486,735,445.0,1320,441
446,Purdue 2007,843,1834,219,471,695,388.0,1121,475
447,Southern California 2007,946,1988,207,557,779,349.0,1277,540
448,Southern Illinois 2007,762,1702,224,518,748,346.0,1076,504
449,Stanford 2007,778,1738,174,426,625,395.0,1193,459
450,Tennessee 2007,981,2189,327,542,830,473.0,1254,496
451,Texas A&M-Corpus Christi 2007,912,1747,192,599,847,374.0,1173,537
452,Texas A&M 2007,908,1823,215,539,753,345.0,1209,415
453,Texas Tech 2007,842,1858,208,545,737,321.0,1042,396
454,Texas 2007,963,2164,308,626,850,482.0,1391,434
455,UCLA 2007,923,1922,240,417,630,386.0,1158,440
456,Vanderbilt 2007,904,1984,317,469,643,346.0,1146,422
457,Villanova 2007,775,1827,248,594,761,438.0,1196,450
458,Virginia Commonwealth 2007,901,1971,244,580,797,427.0,1165,394
459,Virginia Tech 2007,886,1894,163,493,747,366.0,1131,371
460,Virginia 2007,812,1860,257,582,784,422.0,1248,437
461,Washington State 2007,826,1777,196,425,593,271.0,1043,355
462,Weber State 2007,772,1579,180,542,807,307.0,1050,515
463,Winthrop 2007,923,1935,278,421,675,422.0,1279,445
464,Wisconsin 2007,867,1886,210,583,848,404.0,1258,407
465,Wright State 2007,766,1750,180,413,564,334.0,1060,400
466,Xavier 2007,849,1784,269,628,847,367.0,1146,430
467,Air Force 2006,683,1413,276,348,467,204.0,763,335
468,Alabama-Birmingham 2006,822,1816,222,440,680,337.0,971,395
469,Alabama 2006,758,1662,174,488,689,389.0,1135,421
470,Albany (NY) 2006,743,1660,223,485,682,349.0,1077,451
471,Arizona 2006,909,2037,142,473,667,453.0,1140,437
472,Arkansas 2006,841,1837,179,498,720,390.0,1118,428
473,Belmont 2006,897,1819,261,444,643,364.0,1099,503
474,Boston College 2006,949,1958,211,562,833,466.0,1277,472
475,Bradley 2006,848,1933,185,478,666,419.0,1241,497
476,Bucknell 2006,726,1560,196,466,670,308.0,1032,474
477,University of California 2006,717,1598,169,525,716,301.0,1002,384
478,Connecticut 2006,988,2088,188,617,874,533.0,1488,489
479,Davidson 2006,855,1885,277,416,547,393.0,1215,399
480,Duke 2006,979,2011,274,689,905,350.0,1204,496
481,Florida 2006,1061,2120,289,641,862,421.0,1402,561
482,George Mason 2006,897,1863,206,429,646,352.0,1221,449
483,George Washington 2006,845,1814,182,488,755,421.0,1143,420
484,Georgetown 2006,787,1682,223,380,538,354.0,1079,381
485,Gonzaga 2006,897,1879,182,667,853,411.0,1239,434
486,Hampton 2006,762,1840,177,419,677,442.0,1258,516
487,Illinois 2006,848,1853,241,374,582,403.0,1179,406
488,Indiana 2006,797,1730,276,361,523,319.0,1053,446
489,Iona 2006,881,1835,196,517,748,413.0,1140,468
490,Iowa 2006,781,1811,191,501,706,372.0,1285,506
491,Kansas 2006,912,1923,205,451,671,433.0,1305,516
492,Kent State 2006,844,1887,237,533,745,377.0,1130,451
493,Kentucky 2006,903,2020,265,406,601,449.0,1265,464
494,Louisiana State 2006,972,2092,147,542,786,496.0,1447,555
495,Marquette 2006,830,1823,263,402,549,377.0,1112,458
496,Memphis 2006,1034,2291,277,616,903,568.0,1528,575
497,Michigan State 2006,896,1879,204,524,681,373.0,1212,478
498,Milwaukee 2006,797,1832,204,496,719,452.0,1185,421
499,Monmouth 2006,787,1785,217,400,597,296.0,1114,510
500,Montana 2006,876,1781,228,469,653,348.0,1096,431
501,Murray State 2006,808,1795,230,357,548,410.0,1141,387
502,Nevada 2006,866,1901,179,490,682,420.0,1268,426
503,North Carolina State 2006,793,1704,288,509,678,284.0,1050,434
504,North Carolina-Wilmington 2006,807,1867,216,420,601,389.0,1191,414
505,North Carolina 2006,863,1809,215,519,733,432.0,1237,512
506,Northern Iowa 2006,754,1662,219,438,608,279.0,1100,401
507,Northwestern State 2006,914,1981,226,519,779,458.0,1224,535
508,Ohio State 2006,833,1791,262,435,606,321.0,1088,379
509,Oklahoma 2006,716,1586,174,389,545,420.0,1060,411
510,Oral Roberts 2006,866,1883,218,522,736,435.0,1215,472
511,Pacific 2006,858,1763,215,446,598,320.0,1135,419
512,Pennsylvania 2006,710,1595,196,371,550,302.0,919,382
513,Pittsburgh 2006,840,1842,206,505,729,422.0,1281,452
514,San Diego State 2006,839,1823,220,558,767,430.0,1176,498
515,Seton Hall 2006,692,1690,174,475,637,375.0,1105,403
516,South Alabama 2006,797,1760,267,422,600,346.0,1049,415
517,Southern Illinois 2006,707,1714,183,397,579,384.0,1073,473
518,Southern 2006,787,1796,143,376,581,422.0,1234,561
519,Syracuse 2006,913,2083,260,449,698,476.0,1338,532
520,Tennessee 2006,859,1852,264,431,615,352.0,1005,386
521,Texas A&M 2006,725,1627,203,477,702,325.0,993,416
522,Texas 2006,983,2132,269,546,751,518.0,1498,498
523,UCLA 2006,939,1987,236,528,764,429.0,1303,562
524,Utah State 2006,853,1714,232,369,511,304.0,1080,421
525,Villanova 2006,809,1942,288,543,717,459.0,1198,370
526,Washington 2006,982,2087,220,522,697,475.0,1232,486
527,West Virginia 2006,835,1875,337,327,439,258.0,915,287
528,Wichita State 2006,839,1903,237,507,700,425.0,1317,449
529,Winthrop 2006,778,1735,238,482,697,402.0,1127,439
530,Wisconsin 2006,776,1796,199,454,684,400.0,1124,359
531,Xavier 2006,778,1685,218,516,713,338.0,1121,410
532,Air Force 2004,585,1216,245,322,453,174.0,623,318
533,Alabama-Birmingham 2004,882,2006,213,437,656,401.0,1119,431
534,Alabama State 2004,639,1523,173,453,691,360.0,1066,537
535,Alabama 2004,813,1802,233,521,735,366.0,1148,423
536,Arizona 2004,942,1938,219,511,650,421.0,1177,448
537,Boston College 2004,819,1799,128,546,804,425.0,1224,457
538,Brigham Young 2004,764,1571,171,501,692,316.0,1017,409
539,Central Florida 2004,792,1732,232,365,510,382.0,1129,473
540,Charlotte 2004,812,1805,232,518,798,441.0,1220,458
541,Cincinnati 2004,867,1893,237,484,723,420.0,1197,393
542,Connecticut 2004,1154,2403,249,516,828,586.0,1742,532
543,Dayton 2004,780,1746,207,477,717,409.0,1266,467
544,DePaul 2004,813,1755,163,468,671,382.0,1159,422
545,Duke 2004,1018,2161,263,655,890,474.0,1351,511
546,East Tennessee State 2004,946,2059,201,525,762,411.0,1269,514
547,Eastern Washington 2004,747,1574,179,429,608,279.0,918,453
548,Florida A&M 2004,747,1802,271,546,771,,1089,537
549,Florida 2004,829,1719,249,462,616,306.0,1081,454
550,Georgia Tech 2004,1029,2213,267,586,847,429.0,1422,578
551,Gonzaga 2004,899,1765,195,543,724,348.0,1230,418
552,Illinois-Chicago 2004,810,1797,158,445,700,423.0,1126,405
553,Illinois 2004,887,1899,231,397,571,381.0,1151,401
554,Kansas 2004,895,1923,188,525,743,409.0,1303,485
555,Kentucky 2004,862,1828,204,437,627,371.0,1160,468
556,Lehigh 2004,729,1718,198,426,595,357.0,1132,450
557,Liberty 2004,819,1913,206,440,651,441.0,1235,528
558,Louisiana 2004,797,1715,237,403,585,341.0,988,419
559,Louisville 2004,737,1757,241,480,641,351.0,1126,413
560,Manhattan 2004,762,1724,180,607,798,374.0,1079,395
561,Maryland 2004,891,2021,165,530,840,485.0,1322,485
562,Memphis 2004,736,1751,259,441,671,402.0,1139,383
563,Michigan State 2004,748,1519,190,452,586,270.0,910,438
564,Mississippi State 2004,822,1766,198,476,717,444.0,1231,458
565,Monmouth 2004,752,1802,236,513,693,303.0,1088,446
566,Murray State 2004,994,2009,224,518,730,416.0,1261,476
567,Nevada 2004,901,1991,172,605,830,449.0,1322,445
568,North Carolina State 2004,760,1688,260,481,602,317.0,1046,420
569,North Carolina 2004,877,1912,195,515,749,460.0,1189,462
570,Northern Iowa 2004,723,1644,223,478,648,268.0,1068,388
571,Oklahoma State 2004,1002,1953,166,528,760,393.0,1253,468
572,Pacific 2004,764,1633,195,549,746,304.0,1101,471
573,Pittsburgh 2004,904,1921,150,488,748,466.0,1320,455
574,Princeton 2004,634,1319,169,323,454,241.0,856,372
575,Providence 2004,717,1592,228,398,553,342.0,976,433
576,Richmond 2004,737,1793,188,467,648,403.0,1164,432
577,Saint Joseph's 2004,866,1822,313,431,614,308.0,1043,370
578,Seton Hall 2004,806,1759,181,435,609,359.0,1134,403
579,South Carolina 2004,846,1948,226,465,690,423.0,1224,448
580,Southern Illinois 2004,787,1775,185,372,540,393.0,1057,360
581,Stanford 2004,849,1771,169,489,651,366.0,1178,453
582,Syracuse 2004,847,1827,141,430,669,423.0,1180,396
583,Texas-El Paso 2004,834,1748,197,614,817,328.0,1106,445
584,Texas-San Antonio 2004,813,1896,234,540,775,415.0,1242,564
585,Texas Tech 2004,922,1985,125,521,703,385.0,1153,424
586,Texas 2004,904,2046,227,494,726,517.0,1355,388
587,Utah 2004,768,1630,196,402,556,355.0,1140,463
588,Valparaiso 2004,765,1740,165,522,740,368.0,1183,500
589,Vanderbilt 2004,841,1873,263,469,660,367.0,1150,419
590,Vermont 2004,734,1739,203,374,551,360.0,1126,387
591,Virginia Commonwealth 2004,811,1707,208,372,614,377.0,1159,510
592,Wake Forest 2004,882,1854,236,590,829,417.0,1148,457
593,Washington 2004,890,1911,201,562,788,382.0,1103,472
594,Western Michigan 2004,845,1840,217,527,731,449.0,1177,411
595,Wisconsin 2004,754,1687,190,492,684,347.0,1049,320
596,Xavier 2004,908,2058,284,535,777,439.0,1327,459
597,Alabama 2003,695,1653,183,429,602,389.0,1079,380
598,Arizona State 2003,886,1838,131,561,832,434.0,1162,437
599,Arizona 2003,973,2111,228,551,777,479.0,1374,468
600,Auburn 2003,879,1890,198,452,685,417.0,1200,541
601,Austin Peay 2003,758,1648,192,496,719,339.0,1084,476
602,Brigham Young 2003,765,1654,194,575,762,353.0,1134,436
603,Butler 2003,786,1655,274,383,533,261.0,923,353
604,University of California 2003,847,1819,198,409,601,350.0,1095,433
605,Central Michigan 2003,864,1714,224,601,789,347.0,1079,577
606,Cincinnati 2003,667,1653,197,423,613,366.0,1030,307
607,Colorado State 2003,876,1733,137,561,805,374.0,1175,553
608,Colorado 2003,869,1961,159,508,759,461.0,1351,447
609,Connecticut 2003,964,2057,196,498,736,486.0,1407,507
610,Creighton 2003,974,1956,270,470,678,373.0,1155,461
611,Dayton 2003,738,1638,227,479,671,403.0,1091,397
612,Duke 2003,897,1981,244,639,897,431.0,1206,462
613,East Tennessee State 2003,899,1933,167,578,791,437.0,1201,561
614,Florida 2003,883,1856,287,431,613,352.0,1149,438
615,Gonzaga 2003,862,1843,239,595,822,394.0,1234,474
616,Holy Cross 2003,759,1643,170,492,695,377.0,1131,426
617,Illinois 2003,859,1793,233,437,603,305.0,1133,418
618,Indiana 2003,788,1851,254,546,760,387.0,1234,392
619,IUPUI 2003,833,1855,215,542,774,404.0,1118,547
620,Kansas 2003,1182,2393,183,594,906,550.0,1589,562
621,Kentucky 2003,1026,2102,208,522,742,460.0,1324,501
622,Louisiana State 2003,851,1767,215,409,633,346.0,1124,446
623,Louisville 2003,902,1950,272,536,770,442.0,1220,426
624,Manhattan 2003,774,1730,166,560,711,342.0,1032,423
625,Marquette 2003,901,1871,202,585,759,487.0,1208,438
626,Maryland 2003,901,1940,204,466,654,409.0,1241,431
627,Memphis 2003,787,1809,210,448,685,448.0,1203,412
628,Michigan State 2003,812,1795,179,564,767,373.0,1226,502
629,Milwaukee 2003,874,1855,246,472,681,370.0,1101,475
630,Mississippi State 2003,806,1718,173,366,543,374.0,1148,479
631,Missouri 2003,870,1959,252,397,600,437.0,1301,457
632,North Carolina-Asheville 2003,801,1848,212,506,665,393.0,1142,514
633,North Carolina State 2003,755,1656,248,488,634,290.0,989,440
634,North Carolina-Wilmington 2003,801,1747,216,396,572,309.0,1022,352
635,Notre Dame 2003,917,2055,283,575,756,378.0,1303,446
636,Oklahoma State 2003,800,1784,157,467,719,397.0,1175,474
637,Oklahoma 2003,853,1912,250,436,629,414.0,1251,412
638,Oregon 2003,934,2039,291,530,685,377.0,1190,504
639,Pennsylvania 2003,668,1432,251,371,523,254.0,926,370
640,Pittsburgh 2003,893,1766,208,479,748,369.0,1203,484
641,Purdue 2003,715,1638,157,569,757,312.0,1015,413
642,Saint Joseph's 2003,725,1637,239,422,615,339.0,1060,387
643,Sam Houston State 2003,751,1636,194,489,694,338.0,1111,475
644,San Diego 2003,765,1626,210,525,789,354.0,1147,536
645,South Carolina State 2003,765,1683,161,547,782,396.0,1145,602
646,Southern Illinois 2003,847,1801,191,422,603,336.0,1028,388
647,Stanford 2003,851,1925,231,458,676,449.0,1279,470
648,Syracuse 2003,1020,2146,186,559,806,478.0,1425,494
649,Texas Southern 2003,771,1721,190,536,876,411.0,1184,472
650,Texas 2003,916,2055,196,590,818,531.0,1386,431
651,Troy 2003,914,2116,312,416,606,486.0,1285,435
652,Tulsa 2003,877,1884,217,452,619,365.0,1221,467
653,Utah State 2003,799,1727,134,465,651,414.0,1154,406
654,Utah 2003,757,1679,236,441,620,333.0,1093,427
655,Vermont 2003,835,1870,179,426,640,425.0,1295,479
656,Wagner 2003,865,1841,225,448,616,381.0,1098,482
657,Wake Forest 2003,805,1778,191,611,813,459.0,1292,475
658,Weber State 2003,800,1710,189,596,815,345.0,1078,403
659,Western Kentucky 2003,860,1866,253,457,692,411.0,1186,497
660,Wisconsin 2003,798,1723,201,453,619,326.0,1045,334
661,Xavier 2003,850,1897,206,576,772,460.0,1259,407
662,Alabama 2012,778,1722,136,443,623,352.0,1066,423
663,Baylor 2012,1004,2148,259,572,759,470.0,1280,522
664,Belmont 2012,975,2026,309,572,779,401.0,1151,430
665,Brigham Young 2012,977,2099,233,540,771,381.0,1223,473
666,University of California 2012,893,1878,156,477,641,341.0,1095,411
667,Cincinnati 2012,924,2194,260,414,643,489.0,1225,403
668,Colorado State 2012,764,1621,189,526,685,266.0,939,408
669,Colorado 2012,835,1874,199,560,810,351.0,1192,468
670,Connecticut 2012,858,1900,185,435,657,415.0,1151,418
671,Creighton 2012,975,1935,287,535,737,330.0,1163,421
672,Davidson 2012,879,1969,255,558,731,415.0,1167,388
673,Detroit Mercy 2012,903,2008,165,626,857,434.0,1124,450
674,Duke 2012,874,1915,274,606,864,406.0,1152,415
675,Florida State 2012,877,1923,216,473,669,398.0,1169,550
676,Florida 2012,976,2106,357,499,700,416.0,1180,410
677,Georgetown 2012,811,1743,186,470,673,367.0,1108,417
678,Gonzaga 2012,823,1740,215,575,803,359.0,1095,433
679,Harvard 2012,695,1490,185,458,613,262.0,923,379
680,Indiana 2012,949,1928,229,655,858,383.0,1130,463
681,Iona 2012,1021,2033,254,440,617,353.0,1042,414
682,Iowa State 2012,847,1888,293,503,731,371.0,1173,419
683,Kansas State 2012,812,1849,183,536,799,471.0,1129,474
684,Kansas 2012,1023,2169,222,597,863,449.0,1368,506
685,Kentucky 2012,1096,2248,225,678,938,472.0,1445,445
686,Lamar 2012,902,2087,153,616,855,497.0,1288,418
687,Lehigh 2012,902,2030,254,590,768,386.0,1104,391
688,Long Beach State 2012,880,1880,221,529,790,391.0,1141,440
689,Long Island University 2012,920,1940,225,704,965,396.0,1167,546
690,Louisville 2012,963,2281,233,568,826,518.0,1423,562
691,Loyola (MD) 2012,755,1775,164,548,762,430.0,1044,443
692,Marquette 2012,919,2033,201,599,831,414.0,1149,461
693,Memphis 2012,933,1899,185,563,785,332.0,1093,444
694,Michigan State 2012,960,2012,200,531,759,420.0,1302,474
695,Michigan 2012,808,1777,276,363,503,291.0,967,370
696,Mississippi Valley State 2012,812,2025,252,456,708,460.0,1156,511
697,Missouri 2012,981,1945,293,559,730,319.0,1025,358
698,Montana 2012,781,1689,195,482,672,286.0,949,401
699,Murray State 2012,811,1732,239,551,761,360.0,1019,458
700,Nevada-Las Vegas 2012,942,2062,291,496,734,408.0,1227,466
701,New Mexico State 2012,970,2045,165,707,1058,518.0,1352,533
702,New Mexico 2012,876,1898,264,529,748,395.0,1216,467
703,Norfolk State 2012,870,1977,198,544,829,421.0,1186,539
704,North Carolina-Asheville 2012,920,1907,223,682,893,377.0,1093,456
705,North Carolina State 2012,977,2134,198,545,774,456.0,1281,470
706,North Carolina 2012,1134,2473,194,629,922,570.0,1592,447
707,Notre Dame 2012,781,1800,221,474,673,345.0,1050,342
708,Ohio State 2012,1057,2219,199,600,846,447.0,1345,449
709,Ohio 2012,901,2107,278,517,749,451.0,1136,481
710,Purdue 2012,889,2019,284,452,689,391.0,1039,306
711,Saint Louis 2012,814,1813,238,470,653,346.0,994,382
712,Saint Mary's (CA) 2012,857,1811,245,508,697,378.0,1152,383
713,San Diego State 2012,863,1903,197,493,703,360.0,1153,426
714,South Dakota State 2012,918,1963,284,569,783,363.0,1078,370
715,South Florida 2012,772,1765,169,421,597,374.0,1115,485
716,Southern Mississippi 2012,819,1975,215,573,779,471.0,1133,377
717,St. Bonaventure 2012,770,1687,174,540,710,352.0,1038,439
718,Syracuse 2012,1006,2156,233,495,709,459.0,1181,389
719,Temple 2012,861,1836,228,451,627,333.0,1019,401
720,Texas 2012,836,1927,197,601,820,453.0,1118,426
721,Vanderbilt 2012,885,1921,307,538,770,361.0,1125,465
722,Vermont 2012,848,1914,191,528,714,401.0,1166,445
723,Virginia Commonwealth 2012,837,2040,267,507,740,439.0,1115,411
724,Virginia 2012,721,1576,155,403,558,253.0,944,367
725,West Virginia 2012,838,1914,174,496,739,493.0,1135,422
726,Western Kentucky 2012,769,1952,195,539,785,449.0,1173,534
727,Wichita State 2012,912,1892,230,491,656,359.0,1157,403
728,Wisconsin 2012,797,1875,285,425,575,349.0,1112,320
729,Xavier 2012,899,1986,176,569,819,378.0,1183,448
730,Akron 2011,892,2073,283,457,649,363.0,1238,432
731,Alabama-Birmingham 2011,756,1725,239,368,513,352.0,1109,387
732,Alabama State 2011,728,1841,165,525,870,460.0,1271,551
733,Arizona 2011,969,2064,296,671,899,408.0,1319,484
734,Little Rock 2011,825,1938,242,565,819,377.0,1204,428
735,Belmont 2011,944,2045,327,575,781,451.0,1258,480
736,Boston University 2011,749,1865,265,507,695,414.0,1249,418
737,Brigham Young 2011,1019,2267,312,662,865,420.0,1425,404
738,Bucknell 2011,827,1855,234,499,633,270.0,1149,380
739,Butler 2011,919,2122,289,580,799,431.0,1337,416
740,UC-Santa Barbara 2011,742,1636,227,459,610,277.0,1038,456
741,Cincinnati 2011,848,1939,220,496,742,454.0,1237,401
742,Clemson 2011,810,1827,217,493,703,384.0,1177,449
743,Connecticut 2011,1053,2429,234,627,822,570.0,1626,466
744,Duke 2011,1040,2206,291,622,826,446.0,1399,447
745,Florida State 2011,827,1903,212,482,725,422.0,1332,541
746,Florida 2011,968,2083,233,498,744,467.0,1384,452
747,George Mason 2011,876,1861,227,495,718,364.0,1188,376
748,Georgetown 2011,809,1703,223,417,568,324.0,1081,433
749,Georgia 2011,823,1822,156,465,667,407.0,1243,444
750,Gonzaga 2011,932,1947,203,617,810,398.0,1314,474
751,Hampton 2011,746,1843,213,492,759,367.0,1170,412
752,Illinois 2011,894,1910,232,393,539,342.0,1178,434
753,Indiana State 2011,769,1793,235,480,676,352.0,1172,477
754,Kansas State 2011,849,1939,237,542,828,490.0,1280,498
755,Kansas 2011,1114,2193,271,585,862,449.0,1475,507
756,Kentucky 2011,1002,2183,281,560,789,445.0,1420,406
757,Long Island University 2011,928,2009,229,645,999,479.0,1378,505
758,Louisville 2011,949,2097,309,416,627,434.0,1272,459
759,Marquette 2011,973,2094,191,645,927,457.0,1329,455
760,Memphis 2011,891,1975,210,532,782,421.0,1246,535
761,Michigan State 2011,817,1894,220,484,691,407.0,1256,454
762,Michigan 2011,847,1889,283,351,502,289.0,1115,351
763,Missouri 2011,983,2145,245,537,727,425.0,1197,431
764,Morehead State 2011,851,1874,204,506,751,484.0,1311,525
765,Nevada-Las Vegas 2011,842,1836,184,495,718,368.0,1151,414
766,North Carolina-Asheville 2011,881,1950,168,576,810,400.0,1213,506
767,North Carolina 2011,1044,2317,190,590,878,525.0,1578,493
768,Northern Colorado 2011,731,1708,254,571,742,376.0,1150,454
769,Notre Dame 2011,843,1832,273,599,827,371.0,1261,364
770,Oakland 2011,1052,2137,287,601,834,451.0,1366,473
771,Ohio State 2011,1017,2059,285,535,763,419.0,1277,375
772,Old Dominion 2011,803,1828,166,459,687,524.0,1355,424
773,Penn State 2011,767,1748,216,394,544,337.0,1068,358
774,Pittsburgh 2011,886,1866,202,540,805,484.0,1359,397
775,Princeton 2011,788,1696,193,446,609,315.0,1105,389
776,Purdue 2011,875,1957,235,481,673,380.0,1207,354
777,Richmond 2011,922,2007,287,446,649,344.0,1222,383
778,Saint Peter's 2011,713,1782,197,446,693,384.0,1209,511
779,San Diego State 2011,991,2141,223,455,653,472.0,1396,402
780,Southern California 2011,813,1832,204,422,648,340.0,1153,390
781,St. John's (NY) 2011,807,1773,143,556,783,354.0,1068,408
782,Syracuse 2011,936,1983,222,474,713,429.0,1308,433
783,Temple 2011,868,1943,206,458,656,374.0,1218,368
784,Tennessee 2011,837,1941,175,527,770,464.0,1279,454
785,Texas A&M 2011,758,1719,181,557,799,412.0,1193,426
786,Texas-San Antonio 2011,802,1871,234,546,774,362.0,1186,461
787,Texas 2011,954,2099,201,592,905,494.0,1452,425
788,UCLA 2011,830,1824,173,549,808,405.0,1265,502
789,Utah State 2011,840,1788,206,563,764,363.0,1266,402
790,Vanderbilt 2011,848,1853,263,622,837,370.0,1255,441
791,Villanova 2011,796,1819,210,582,769,402.0,1223,392
792,Virginia Commonwealth 2011,968,2228,339,589,824,428.0,1292,452
793,Washington 2011,1061,2260,305,480,712,488.0,1367,426
794,West Virginia 2011,783,1826,206,531,747,469.0,1227,397
795,Wisconsin 2011,798,1808,278,436,533,355.0,1088,258
796,Wofford 2011,883,1853,197,539,778,372.0,1108,404
797,Xavier 2011,784,1700,173,565,756,328.0,1130,386
798,Arkansas-Pine Bluff 2010,725,1778,141,575,861,422.0,1286,569
799,Baylor 2010,993,2040,255,530,731,443.0,1408,491
800,Brigham Young 2010,1025,2120,292,650,823,367.0,1332,417
801,Butler 2010,845,1911,260,661,896,353.0,1241,456
802,UC-Santa Barbara 2010,674,1522,205,475,698,268.0,984,460
803,University of California 2010,966,2028,228,543,717,395.0,1241,421
804,Clemson 2010,851,1878,216,432,654,420.0,1178,480
805,Cornell 2010,913,1894,326,393,538,349.0,1149,414
806,Duke 2010,1049,2375,301,682,899,569.0,1560,429
807,East Tennessee State 2010,855,1978,177,537,815,445.0,1277,519
808,Florida State 2010,783,1734,186,431,669,406.0,1211,528
809,Florida 2010,890,2006,203,472,671,455.0,1265,423
810,Georgetown 2010,905,1815,212,478,672,333.0,1132,473
811,Georgia Tech 2010,948,2064,213,512,779,464.0,1430,574
812,Gonzaga 2010,912,1856,182,608,916,358.0,1286,444
813,Houston 2010,958,2282,290,545,768,440.0,1185,315
814,Kansas State 2010,981,2182,253,734,1098,559.0,1437,529
815,Kansas 2010,1033,2111,262,609,871,468.0,1457,470
816,Kentucky 2010,1066,2228,231,649,971,538.0,1584,538
817,Lehigh 2010,842,1853,220,574,799,339.0,1201,429
818,Louisville 2010,876,1960,262,491,700,478.0,1217,453
819,Marquette 2010,861,1890,274,489,660,343.0,1071,353
820,Maryland 2010,966,2052,195,502,689,421.0,1270,383
821,Michigan State 2010,974,2068,187,523,764,487.0,1426,514
822,Minnesota 2010,912,1949,246,463,661,375.0,1237,427
823,Missouri 2010,926,2104,258,517,714,441.0,1200,432
824,Montana 2010,791,1636,210,436,603,283.0,1048,390
825,Morgan State 2010,960,2239,205,688,983,568.0,1488,499
826,Murray State 2010,978,1961,226,571,821,439.0,1319,527
827,Nevada-Las Vegas 2010,899,1950,231,456,637,337.0,1149,395
828,New Mexico State 2010,919,1997,287,537,767,358.0,1212,437
829,New Mexico 2010,887,2023,273,608,909,458.0,1347,387
830,North Texas 2010,798,1748,179,662,921,364.0,1220,485
831,Northern Iowa 2010,747,1741,233,489,645,333.0,1130,372
832,Notre Dame 2010,918,1953,261,538,744,402.0,1250,362
833,Oakland 2010,920,2053,206,630,876,477.0,1344,485
834,Ohio State 2010,983,1999,276,498,716,325.0,1234,413
835,Ohio 2010,925,2153,278,635,883,443.0,1371,473
836,Oklahoma State 2010,839,1861,274,485,679,327.0,1169,418
837,Old Dominion 2010,922,2061,166,405,625,540.0,1394,457
838,Pittsburgh 2010,809,1811,181,537,775,420.0,1269,421
839,Purdue 2010,867,1957,187,546,755,351.0,1170,381
840,Richmond 2010,868,1943,250,441,630,304.0,1139,384
841,Robert Morris 2010,815,1868,197,572,859,412.0,1227,520
842,Saint Mary's (CA) 2010,944,1950,284,496,652,370.0,1244,394
843,Sam Houston State 2010,909,1963,287,511,727,410.0,1247,442
844,San Diego State 2010,875,1846,179,460,741,444.0,1257,453
845,Siena 2010,930,2048,160,534,793,442.0,1310,418
846,Syracuse 2010,1042,2021,244,504,745,417.0,1337,532
847,Temple 2010,851,1942,204,367,533,377.0,1281,358
848,Tennessee 2010,991,2174,218,520,775,441.0,1353,490
849,Texas A&M 2010,813,1846,210,590,892,400.0,1252,417
850,Texas-El Paso 2010,891,1879,201,501,744,323.0,1193,435
851,Texas 2010,1005,2158,195,556,878,503.0,1425,464
852,Utah State 2010,941,1928,242,435,574,362.0,1238,358
853,Vanderbilt 2010,859,1829,203,616,854,361.0,1197,448
854,Vermont 2010,826,1884,166,639,930,433.0,1291,487
855,Villanova 2010,899,1962,252,650,861,441.0,1272,452
856,Wake Forest 2010,811,1869,134,501,762,463.0,1306,471
857,Washington 2010,1004,2212,191,652,905,476.0,1364,460
858,West Virginia 2010,942,2190,257,611,868,585.0,1467,451
859,Winthrop 2010,735,1934,124,448,696,450.0,1276,402
860,Wisconsin 2010,776,1750,246,416,568,320.0,1056,289
861,Wofford 2010,825,1873,203,555,830,402.0,1243,416
862,Xavier 2010,961,2082,250,621,873,444.0,1415,452
863,Akron 2009,823,1969,258,499,705,424.0,1199,490
864,Alabama State 2009,816,1752,181,389,614,358.0,1130,435
865,American 2009,751,1614,230,333,514,302.0,1046,422
866,Arizona State 2009,825,1718,288,490,665,288.0,1085,401
867,Arizona 2009,897,1892,212,523,709,387.0,1183,442
868,Binghamton 2009,778,1764,192,491,733,357.0,1101,431
869,Boston College 2009,885,2000,217,541,733,485.0,1259,457
870,Brigham Young 2009,909,1879,238,488,669,302.0,1196,375
871,Butler 2009,705,1609,257,501,692,328.0,1094,400
872,Cal State Northridge 2009,821,1808,215,425,611,403.0,1150,549
873,University of California 2009,892,1848,210,478,633,333.0,1113,399
874,Chattanooga 2009,877,2002,289,614,935,438.0,1374,551
875,Clemson 2009,912,1971,256,427,621,462.0,1189,456
876,Cleveland State 2009,882,2043,180,511,729,441.0,1267,454
877,Connecticut 2009,996,2102,165,662,976,511.0,1559,458
878,Cornell 2009,821,1736,241,398,545,321.0,1105,398
879,Dayton 2009,831,1972,190,487,752,484.0,1328,475
880,Duke 2009,971,2186,267,658,904,490.0,1348,454
881,East Tennessee State 2009,944,2044,195,574,810,395.0,1290,477
882,Florida State 2009,820,1886,216,536,739,399.0,1253,548
883,Gonzaga 2009,967,1982,251,499,696,345.0,1276,386
884,Illinois 2009,859,1865,188,298,419,320.0,1127,420
