"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"247",247,"Providence NCAA",10.23,899,2037,223,554,787,367,1247,430,247,913,2054,240,478,654,357,1268,469
"248",248,"Purdue NCAA",8.74,1033,2097,353,555,747,311,1295,399,248,907,2197,251,366,531,376,1204,448
"249",249,"Quinnipiac",-4.44,787,1864,303,487,690,330,1142,446,249,908,1960,286,429,589,324,1181,376
"250",250,"Radford NCAA",-4.08,850,2000,277,445,614,414,1244,441,250,819,1897,261,437,582,317,1135,469
"251",251,"Rhode Island NCAA",4.61,954,2096,236,439,630,386,1170,362,251,811,1792,182,534,728,303,1170,536
"252",252,"Rice",-0.04,711,1751,260,432,646,326,1140,460,252,850,1897,284,363,518,318,1154,368
"253",253,"Richmond",3.61,843,1830,222,389,544,248,972,373,253,882,1805,236,418,566,284,1107,421
"254",254,"Rider",-2.62,932,2004,243,513,844,421,1253,424,254,852,1904,305,496,701,333,1171,493
"255",255,"Robert Morris",-6.11,794,1932,242,442,663,392,1176,489,255,833,1858,210,458,672,357,1218,525
"256",256,"Rutgers",6.83,830,2042,145,409,635,447,1316,397,256,785,1898,231,403,575,341,1221,473
"257",257,"Sacramento State",-0.74,800,1802,202,355,519,266,1024,385,257,820,1803,247,471,619,312,1148,386
"258",258,"Sacred Heart",-6.98,796,1823,179,358,540,373,1238,460,258,794,1806,243,406,593,252,1006,327
"259",259,"Saint Francis (PA)",-6.71,860,1845,250,480,630,274,1046,359,259,893,1936,255,314,451,339,1120,424
"260",260,"Saint Joseph's",1.9,826,1953,255,464,675,289,1201,320,260,831,1980,305,344,487,296,1236,374
"261",261,"Saint Louis",2.92,731,1734,185,523,802,387,1188,420,261,749,1750,222,437,601,293,1052,398
"262",262,"Saint Mary's (CA)",0.33,1014,1970,284,460,598,298,1213,357,262,883,1999,200,355,495,265,988,345
"263",263,"Saint Peter's",-4.36,740,1762,253,352,488,292,1050,416,263,685,1659,237,504,701,308,1092,454
"264",264,"Sam Houston State",-4.8,900,2115,257,514,719,430,1356,473,264,852,1965,277,496,725,325,1220,517
"265",265,"Samford",-3.37,870,1846,289,454,594,263,974,435,265,957,1960,323,402,536,361,1153,446
"266",266,"San Diego State NCAA",3.91,902,1967,239,502,702,364,1250,394,266,795,1908,251,399,549,297,1077,443
"267",267,"San Diego",0.49,802,1775,289,492,692,250,1117,445,267,764,1843,167,569,760,303,1131,409
"268",268,"San Francisco",1.63,952,2256,333,448,663,381,1393,464,268,934,2151,222,591,782,327,1348,451
"269",269,"San Jose State",2.91,705,1618,178,386,558,277,1073,488,269,781,1784,303,395,543,261,964,319
"270",270,"Santa Clara",0.61,718,1674,232,380,524,243,887,350,270,821,1637,200,382,538,243,1031,390
"271",271,"Savannah State",-5.06,940,2350,391,483,694,423,1222,448,271,1102,2237,298,489,685,428,1527,576
"272",272,"Seattle",-3.09,881,1975,312,515,698,365,1298,484,272,814,1999,251,589,791,348,1181,386
"273",273,"Seton Hall NCAA",10.11,971,2073,250,509,729,414,1302,432,273,903,2057,262,444,613,347,1149,431
"274",274,"Siena",-2.99,752,1790,220,442,652,352,1146,483,274,819,1831,226,541,771,322,1095,348
"275",275,"South Alabama",-2.87,752,1785,252,472,674,300,1165,479,275,762,1874,214,480,703,355,1198,429
"276",276,"South Carolina State",-8.78,829,1948,205,492,706,363,1092,444,276,963,1956,275,459,661,355,1202,456
"277",277,"South Carolina Upstate",-4.35,881,2045,328,334,460,335,1062,370,277,967,1929,287,502,678,330,1229,369
"278",278,"South Carolina",9.23,756,1899,240,561,800,415,1228,455,278,749,1765,222,557,769,304,1116,487
"279",279,"South Dakota State NCAA",-0.38,1003,2147,374,578,759,308,1360,353,279,955,2235,291,398,554,305,1243,371
"280",280,"South Dakota",-2.6,1017,2136,243,555,740,353,1319,388,280,859,2096,261,425,583,346,1194,502
"281",281,"South Florida",0.05,707,1690,207,405,560,309,1065,449,281,819,1816,219,403,592,334,1098,346
"282",282,"Southeast Missouri State",-4.88,796,1729,289,474,650,273,1005,388,282,857,1795,260,439,617,304,1067,383
"283",283,"Southeastern Louisiana",-6.2,867,1911,250,455,692,357,1158,468,283,860,1962,225,412,571,382,1199,497
"284",284,"Southern California",6.29,1022,2174,296,458,649,370,1252,383,284,936,2124,294,397,564,358,1219,483
"285",285,"SIU Edwardsville",-3.36,734,1759,212,410,580,324,1024,409,285,792,1664,217,561,764,292,1075,369
"286",286,"Southern Illinois",0.65,839,1817,215,415,596,281,1079,420,286,801,1827,239,439,616,323,1129,445
"287",287,"Southern Methodist",3.66,814,1835,281,384,560,365,1109,383,287,744,1763,259,367,539,346,1096,461
"288",288,"Southern Mississippi",1.31,872,1958,254,403,573,254,1035,333,288,859,1865,311,420,594,304,1218,475
"289",289,"Southern Utah",-0.88,824,1887,253,515,698,268,1084,408,289,891,1868,244,557,768,277,1150,404
"290",290,"Southern",-9.57,781,1937,177,540,793,429,1285,435,290,814,1927,236,505,716,352,1207,410
"291",291,"St. Bonaventure NCAA",2.61,884,1959,255,597,794,344,1208,391,291,807,1917,266,527,737,353,1186,488
"292",292,"St. Francis (NY)",-7.32,784,1889,271,421,591,322,1046,390,292,810,1720,186,551,769,317,1180,462
"293",293,"St. John's (NY)",10.69,867,1999,232,446,602,288,1110,393,293,807,1922,304,479,653,378,1306,535
"294",294,"Stanford",7.14,925,2007,233,572,835,395,1368,525,294,954,2202,279,435,644,359,1170,405
"295",295,"Stephen F. Austin NCAA",-6.46,1000,2059,242,577,819,399,1248,540,295,768,1796,246,604,878,325,1124,691
"296",296,"Stetson",-6.46,907,2053,250,348,518,292,1099,350,296,881,1891,269,465,664,295,1217,445
"297",297,"Stony Brook",-2.28,779,1866,249,398,606,364,1152,448,297,761,1740,220,507,720,306,1143,478
"298",298,"Syracuse NCAA",10.02,832,1995,208,594,807,433,1375,460,298,801,2046,289,469,642,400,1237,469
"299",299,"Temple",7.79,845,1990,271,347,509,337,1120,357,299,836,1907,229,425,600,376,1257,418
"300",300,"Tennessee-Martin",-4.96,808,1806,210,309,426,306,1086,449,300,764,1798,310,415,592,353,1107,421
"301",301,"Tennessee State",-2.98,669,1574,223,436,590,261,989,442,301,683,1586,271,373,542,267,1000,473
"302",302,"Tennessee Tech",-3.54,844,1924,242,483,710,336,1174,471,302,838,1918,243,469,675,347,1208,494
"303",303,"Tennessee NCAA",10.12,885,2012,273,541,715,404,1262,422,303,784,1917,222,511,720,383,1194,484
"304",304,"Texas A&M-Corpus Christi",-6.56,691,1589,149,432,603,292,1005,461,304,679,1550,224,475,703,286,976,445
"305",305,"Texas A&M NCAA",10.62,976,2121,230,449,679,429,1450,476,305,892,2186,268,415,603,378,1222,379
"306",306,"Texas-Arlington",-1.43,927,2054,294,492,713,375,1333,507,306,853,2070,308,486,701,363,1221,490
"307",307,"Texas Christian NCAA",9.68,979,1973,274,476,674,365,1201,419,307,894,1958,262,437,598,291,1001,410
"308",308,"Texas-El Paso",-0.2,754,1736,224,362,542,217,1036,381,308,756,1766,262,423,636,298,1186,380
"309",309,"Texas-Rio Grande Valley",-2.84,833,2061,205,619,835,379,1240,447,309,875,1955,229,605,865,364,1329,515
"310",310,"Texas-San Antonio",-0.93,972,2224,353,443,656,374,1394,440,310,879,2112,290,580,854,346,1335,430
"311",311,"Texas Southern NCAA",-5.53,925,2111,280,657,906,368,1301,453,311,1048,2320,280,483,724,442,1381,426
"312",312,"Texas State",-3.44,773,1782,214,430,651,363,1144,442,312,786,1775,226,374,527,288,1041,442
"313",313,"Texas Tech NCAA",9.6,964,2096,252,579,823,396,1332,454,313,806,2008,249,536,762,368,1199,554
"314",314,"Texas NCAA",10.67,882,2010,245,441,663,358,1217,399,314,861,2028,237,379,532,353,1216,425
"315",315,"Toledo",-1.75,913,1953,327,534,725,319,1253,395,315,942,2157,241,407,556,363,1195,323
"316",316,"Towson",-3.14,889,1905,210,458,667,398,1219,405,316,774,1800,239,492,692,313,1048,424
"317",317,"Troy",-2.11,848,1930,292,487,662,319,1194,408,317,865,1993,255,423,607,354,1202,386
"318",318,"Tulane",2.08,800,1779,232,437,613,294,1068,409,318,815,1828,215,451,632,330,1111,374
"319",319,"Tulsa",2.38,754,1730,247,522,720,346,1177,399,319,793,1888,282,329,478,350,1085,382
"320",320,"UCLA NCAA",6.86,927,2014,310,515,715,335,1283,399,320,891,2105,287,438,625,347,1195,351
"321",321,"Utah State",2.65,865,1904,317,442,627,290,1131,441,321,868,1932,261,469,631,300,1143,411
"322",322,"Utah Valley",-1.76,926,1919,267,538,725,351,1297,474,322,846,2047,231,387,554,329,1073,419
"323",323,"Utah",6.4,876,1903,322,497,655,266,1174,414,323,855,2043,264,422,589,360,1211,415
"324",324,"Valparaiso",0.93,781,1740,213,477,674,294,1115,469,324,732,1739,192,526,741,309,1075,450
"325",325,"Vanderbilt",10.14,775,1775,289,477,642,311,1081,379,325,841,1806,210,476,660,293,1065,316
"326",326,"Vermont",-3.17,879,1803,260,569,755,269,1160,388,326,844,1928,248,341,478,255,1007,386
"327",327,"Villanova NCAA",10.24,1220,2440,464,559,718,380,1436,426,327,1028,2401,272,479,641,378,1306,512
"328",328,"Virginia Commonwealth",2.42,921,2013,274,391,566,342,1203,446,328,897,1992,258,418,585,318,1155,425
"329",329,"VMI",-4.25,688,1729,225,353,477,283,1028,442,329,767,1729,247,433,602,312,1141,410
"330",330,"Virginia Tech NCAA",6.72,931,1865,289,483,681,244,1078,395,330,844,1965,292,402,577,346,1130,433
"331",331,"Virginia NCAA",9.07,848,1844,247,340,451,282,1099,290,331,647,1703,215,327,447,280,1048,432
"332",332,"Wagner",-6.9,839,1963,269,501,705,446,1290,451,332,731,1774,232,562,816,331,1112,479
"333",333,"Wake Forest",8.79,801,1826,241,430,583,337,1108,407,333,770,1751,265,500,683,296,1064,380
"334",334,"Washington State",5.22,801,1795,341,327,444,258,1007,421,334,882,1897,265,382,541,340,1129,354
"335",335,"Washington",6.06,900,1963,230,505,720,328,1114,453,335,887,1983,236,472,682,392,1200,513
"336",336,"Weber State",-2.88,846,1722,280,462,603,182,1039,368,336,794,1851,199,408,587,298,1070,369
"337",337,"West Virginia NCAA",9.36,1036,2374,322,570,744,513,1401,420,337,835,1962,288,617,866,375,1268,612
"338",338,"Western Carolina",-1.63,774,1885,234,408,597,371,1101,476,338,839,1824,282,459,636,344,1191,490
"339",339,"Western Illinois",-2.28,749,1607,188,326,456,196,990,350,339,723,1701,237,326,467,255,991,319
"340",340,"Western Kentucky",3.65,1075,2183,206,623,869,369,1356,441,340,989,2304,301,395,545,403,1275,488
"341",341,"Western Michigan",-1.99,845,1926,233,479,659,356,1130,342,341,818,1803,290,423,585,287,1096,440
"342",342,"Wichita State NCAA",5.46,957,2009,300,517,700,404,1336,385,342,809,1922,282,464,639,271,1005,379
"343",343,"William & Mary",-1.32,910,1782,337,479,591,209,1020,382,343,928,1907,260,415,596,276,1002,332
"344",344,"Winthrop",-5.84,859,1803,296,450,623,283,1125,429,344,772,1847,229,446,598,311,1070,425
"345",345,"Wisconsin",9.5,793,1770,216,404,578,299,1010,353,345,798,1740,185,396,526,271,1023,386
"346",346,"Wofford",-2.45,901,1906,357,419,538,272,1099,413,346,833,1857,287,452,616,282,1088,438
"347",347,"Wright State NCAA",-3.64,873,2019,237,517,723,354,1266,459,347,816,1965,268,407,573,303,1178,531
"348",348,"Wyoming",3.54,873,1959,304,583,790,231,1148,449,348,898,2022,260,541,752,315,1288,483
"349",349,"Xavier NCAA",9.45,1011,2055,274,657,843,340,1342,441,349,944,2192,301,427,562,296,1095,400
"350",350,"Yale",-2.83,831,1797,252,398,551,275,1052,407,350,824,1793,214,426,589,277,1061,397
"351",351,"Youngstown State",-2.56,902,2110,235,371,583,457,1159,460,351,943,1852,258,503,724,294,1122,497
