"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"242",242,"Portland State",-6.63,959,1991,238,489,743,322,1064,376,242,937,1972,251,573,822,343,1263,615
"243",243,"Portland",2.32,758,1793,214,485,655,278,1098,424,243,838,1926,271,425,609,352,1187,351
"244",244,"Prairie View",-8.48,788,1839,237,463,659,292,1019,436,244,879,1877,230,621,899,371,1251,563
"245",245,"Presbyterian",-5.95,667,1618,181,321,468,300,979,451,245,837,1769,238,361,498,296,1099,371
"246",246,"Princeton NCAA",-1.84,772,1716,298,307,416,247,1003,298,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,"Providence NCAA",7.84,804,1795,239,472,683,294,1101,412,247,913,2054,240,478,654,357,1268,469
"248",248,"Purdue NCAA",8.79,980,2044,315,515,680,344,1322,455,248,907,2197,251,366,531,376,1204,448
"249",249,"Quinnipiac",-3.22,848,2008,228,453,663,432,1223,448,249,908,1960,286,429,589,324,1181,376
"250",250,"Radford",-4.58,745,1802,247,353,530,396,1219,470,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,"Rhode Island NCAA",4.62,916,2019,217,528,791,409,1301,389,251,811,1792,182,534,728,303,1170,536
"252",252,"Rice",-4.16,946,2048,326,635,858,353,1331,524,252,850,1897,284,363,518,318,1154,368
"253",253,"Richmond",3.28,938,1993,271,449,630,236,1078,399,253,882,1805,236,418,566,284,1107,421
"254",254,"Rider",-5.28,907,2034,179,505,752,421,1331,481,254,852,1904,305,496,701,333,1171,493
"255",255,"Robert Morris",-5.13,728,1818,183,486,750,363,1139,497,255,833,1858,210,458,672,357,1218,525
"256",256,"Rutgers",6.22,809,1967,152,393,631,480,1319,437,256,785,1898,231,403,575,341,1221,473
"257",257,"Sacramento State",-5.58,808,1759,160,428,657,306,1100,360,257,820,1803,247,471,619,312,1148,386
"258",258,"Sacred Heart",-7.52,832,1882,200,462,659,361,1194,516,258,794,1806,243,406,593,252,1006,327
"259",259,"Saint Francis (PA)",-7.65,943,2021,277,414,598,342,1243,491,259,893,1936,255,314,451,339,1120,424
"260",260,"Saint Joseph's",3.69,755,1808,174,471,725,351,1132,371,260,831,1980,305,344,487,296,1236,374
"261",261,"Saint Louis",1.85,700,1733,230,396,597,279,1093,441,261,749,1750,222,437,601,293,1052,398
"262",262,"Saint Mary's (CA) NCAA",2.19,892,1797,293,372,499,324,1205,365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,"Saint Peter's",-3.6,825,1891,288,438,625,297,1182,398,263,685,1659,237,504,701,308,1092,454
"264",264,"Sam Houston State",-6.35,898,2055,212,518,755,401,1283,466,264,852,1965,277,496,725,325,1220,517
"265",265,"Samford",-3.7,955,2038,279,645,868,345,1300,493,265,957,1960,323,402,536,361,1153,446
"266",266,"San Diego State",1.47,782,1878,233,463,663,350,1199,387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,"San Diego",0.92,666,1636,258,435,603,254,1028,379,267,764,1843,167,569,760,303,1131,409
"268",268,"San Francisco",0.42,868,1934,299,327,514,314,1187,415,268,934,2151,222,591,782,327,1348,451
"269",269,"San Jose State",1.74,772,1750,200,451,643,267,1015,377,269,781,1784,303,395,543,261,964,319
"270",270,"Santa Clara",2.03,778,1784,318,330,451,203,980,341,270,821,1637,200,382,538,243,1031,390
"271",271,"Savannah State",-8.44,833,2030,392,427,659,358,1169,431,271,1102,2237,298,489,685,428,1527,576
"272",272,"Seattle",-3.95,713,1646,260,405,573,223,1011,436,272,814,1999,251,589,791,348,1181,386
"273",273,"Seton Hall NCAA",9.25,872,1949,202,471,733,439,1311,449,273,903,2057,262,444,613,347,1149,431
"274",274,"Siena",-2.23,899,1989,186,565,795,430,1284,476,274,819,1831,226,541,771,322,1095,348
"275",275,"South Alabama",-2.9,793,1859,223,475,725,333,1108,419,275,762,1874,214,480,703,355,1198,429
"276",276,"South Carolina State",-6.61,796,1849,185,390,564,320,991,383,276,963,1956,275,459,661,355,1202,456
"277",277,"South Carolina Upstate",-5.23,936,2042,284,419,638,396,1279,421,277,967,1929,287,502,678,330,1229,369
"278",278,"South Carolina NCAA",10.16,924,2197,248,611,874,464,1346,480,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,"South Dakota State NCAA",-0.66,881,1938,318,603,782,316,1229,453,279,955,2235,291,398,554,305,1243,371
"280",280,"South Dakota",-2.08,907,2044,224,601,852,355,1268,402,280,859,2096,261,425,583,346,1194,502
"281",281,"South Florida",2.39,716,1684,174,339,516,328,1053,489,281,819,1816,219,403,592,334,1098,346
"282",282,"Southeast Missouri State",-4.28,852,1897,263,493,664,289,1024,410,282,857,1795,260,439,617,304,1067,383
"283",283,"Southeastern Louisiana",-8.13,796,1770,215,461,675,384,1154,512,283,860,1962,225,412,571,382,1199,497
"284",284,"Southern California NCAA",6.4,975,2139,283,583,787,387,1286,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,"SIU Edwardsville",-3.29,687,1686,142,528,780,353,1073,436,285,792,1664,217,561,764,292,1075,369
"286",286,"Southern Illinois",2.65,808,1866,175,469,674,348,1114,398,286,801,1827,239,439,616,323,1129,445
"287",287,"Southern Methodist NCAA",4.45,914,1934,286,485,696,416,1335,377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",288,"Southern Mississippi",-2.78,690,1728,200,372,526,258,1058,405,288,859,1865,311,420,594,304,1218,475
"289",289,"Southern Utah",-5.39,815,2004,291,638,861,383,1218,452,289,891,1868,244,557,768,277,1150,404
"290",290,"Southern",-11.68,825,1887,163,547,786,405,1247,453,290,814,1927,236,505,716,352,1207,410
"291",291,"St. Bonaventure",1.48,825,1864,201,608,791,369,1153,401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,"St. Francis (NY)",-6.54,650,1871,221,400,616,390,1078,379,292,810,1720,186,551,769,317,1180,462
"293",293,"St. John's (NY)",8.39,866,2000,278,524,722,337,1137,433,293,807,1922,304,479,653,378,1306,535
"294",294,"Stanford",8.59,772,1753,157,461,676,316,1067,399,294,954,2202,279,435,644,359,1170,405
"295",295,"Stephen F. Austin",-5.75,783,1754,193,530,735,378,1147,578,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,"Stetson",-5.45,886,2007,261,438,665,274,1128,362,296,881,1891,269,465,664,295,1217,445
"297",297,"Stony Brook",-5.05,759,1878,250,445,617,358,1108,325,297,761,1740,220,507,720,306,1143,478
"298",298,"Syracuse",8.47,894,1950,300,506,685,363,1183,418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,"Temple",5.09,808,1916,287,366,506,320,1096,365,299,836,1907,229,425,600,376,1257,418
"300",300,"Tennessee-Martin",-4.34,966,2066,287,474,689,453,1312,528,300,764,1798,310,415,592,353,1107,421
"301",301,"Tennessee State",-2.96,744,1680,170,476,688,366,1117,452,301,683,1586,271,373,542,267,1000,473
"302",302,"Tennessee Tech",-4.17,785,1860,241,506,715,356,1144,434,302,838,1918,243,469,675,347,1208,494
"303",303,"Tennessee",10.18,803,1903,189,588,807,388,1206,399,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",304,"Texas A&M-Corpus Christi",-5.79,974,2071,195,572,792,368,1227,485,304,679,1550,224,475,703,286,976,445
"305",305,"Texas A&M",7.97,804,1754,189,379,584,401,1193,439,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",306,"Texas-Arlington",-0.87,999,2168,310,510,749,430,1384,472,306,853,2070,308,486,701,363,1221,490
"307",307,"Texas Christian",10.95,1064,2284,280,506,738,453,1404,504,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,"Texas-El Paso",-2.51,812,1731,180,413,624,235,1101,427,308,756,1766,262,423,636,298,1186,380
"309",309,"Texas-Rio Grande Valley",-3.68,869,2050,276,491,685,382,1180,507,309,875,1955,229,605,865,364,1329,515
"310",310,"Texas-San Antonio",-3.03,769,1959,172,468,703,425,1293,418,310,879,2112,290,580,854,346,1335,430
"311",311,"Texas Southern NCAA",-7.81,866,2015,205,656,893,401,1228,407,311,1048,2320,280,483,724,442,1381,426
"312",312,"Texas State",-4.29,865,1933,217,460,696,345,1211,423,312,786,1775,226,374,527,288,1041,442
"313",313,"Texas Tech",7.86,835,1776,212,464,633,299,1050,354,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,"Texas",12.75,810,1846,181,414,637,323,1133,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,"Toledo",-0.9,944,1966,262,525,755,339,1274,447,315,942,2157,241,407,556,363,1195,323
"316",316,"Towson",-1.28,850,1900,155,592,868,445,1305,426,316,774,1800,239,492,692,313,1048,424
"317",317,"Troy NCAA",-3.36,982,2153,311,614,847,409,1362,462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",318,"Tulane",4.25,751,1856,221,456,636,349,1062,420,318,815,1828,215,451,632,330,1111,374
"319",319,"Tulsa",5.29,701,1673,234,522,716,311,1112,473,319,793,1888,282,329,478,350,1085,382
"320",320,"UCLA NCAA",6.39,1210,2320,354,459,622,343,1386,404,320,891,2105,287,438,625,347,1195,351
"321",321,"Utah State",2.46,828,1779,245,436,624,256,1144,391,321,868,1932,261,469,631,300,1143,411
"322",322,"Utah Valley",-2.44,886,2028,300,543,767,306,1350,522,322,846,2047,231,387,554,329,1073,419
"323",323,"Utah",4.32,936,1856,215,424,622,321,1217,431,323,855,2043,264,422,589,360,1211,415
"324",324,"Valparaiso",-1.59,848,1912,217,552,712,351,1251,425,324,732,1739,192,526,741,309,1075,450
"325",325,"Vanderbilt NCAA",10.72,815,1896,346,513,660,286,1208,430,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",326,"Vermont NCAA",-3.27,943,1909,229,456,651,326,1192,392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",327,"Villanova NCAA",9.28,965,1948,311,538,681,316,1208,402,327,1028,2401,272,479,641,378,1306,512
"328",328,"Virginia Commonwealth NCAA",3.77,945,2050,199,527,747,386,1275,435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,"VMI",-1.8,732,1778,248,345,500,306,992,395,329,767,1729,247,433,602,312,1141,410
"330",330,"Virginia Tech NCAA",8.38,887,1813,290,546,741,240,1068,398,330,844,1965,292,402,577,346,1130,433
"331",331,"Virginia NCAA",10.93,839,1823,232,336,474,297,1119,324,331,647,1703,215,327,447,280,1048,432
"332",332,"Wagner",-7.89,727,1700,183,410,593,434,1184,422,332,731,1774,232,562,816,331,1112,479
"333",333,"Wake Forest NCAA",9.8,923,1955,268,619,795,349,1199,389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",334,"Washington State",6.87,801,1739,209,368,487,199,993,389,334,882,1897,265,382,541,340,1129,354
"335",335,"Washington",6.82,874,1949,226,394,602,401,1161,425,335,887,1983,236,472,682,392,1200,513
"336",336,"Weber State",-5.13,908,1866,312,584,788,221,1103,380,336,794,1851,199,408,587,298,1070,369
"337",337,"West Virginia NCAA",9.67,1059,2333,275,621,907,534,1387,455,337,835,1962,288,617,866,375,1268,612
"338",338,"Western Carolina",-0.7,719,1843,182,345,528,397,1158,516,338,839,1824,282,459,636,344,1191,490
"339",339,"Western Illinois",-2.38,711,1633,254,336,475,184,968,358,339,723,1701,237,326,467,255,991,319
"340",340,"Western Kentucky",-2.89,777,1767,214,441,657,302,1119,388,340,989,2304,301,395,545,403,1275,488
"341",341,"Western Michigan",-0.55,863,1915,209,482,685,370,1155,399,341,818,1803,290,423,585,287,1096,440
"342",342,"Wichita State NCAA",2.96,992,2114,310,622,848,433,1472,406,342,809,1922,282,464,639,271,1005,379
"343",343,"William & Mary",-0.73,887,1808,283,477,689,271,1123,388,343,928,1907,260,415,596,276,1002,332
"344",344,"Winthrop NCAA",-6.12,891,1957,313,520,725,316,1224,430,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,"Wisconsin NCAA",9.4,971,2135,283,453,703,460,1377,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,"Wofford",-1.08,900,1926,311,482,619,323,1105,405,346,833,1857,287,452,616,282,1088,438
"347",347,"Wright State",-2.42,817,1819,285,546,715,326,1136,474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",348,"Wyoming",0.55,986,2265,369,620,849,322,1446,502,348,898,2022,260,541,752,315,1288,483
"349",349,"Xavier NCAA",11.51,981,2148,267,607,881,451,1417,478,349,944,2192,301,427,562,296,1095,400
"350",350,"Yale",-2.19,769,1644,208,405,553,301,1056,377,350,824,1793,214,426,589,277,1061,397
"351",351,"Youngstown State",-2.56,981,2230,250,404,601,355,1246,406,351,943,1852,258,503,724,294,1122,497
"352",NA,"Alabama NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,877,2109,262,527,769,414,1277,473
"353",NA,"Arizona State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,841,1919,262,451,628,357,1171,474
"354",NA,"Auburn NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,838,1961,273,539,747,341,1207,516
"355",NA,"Baylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,836,2016,261,436,609,367,1091,400
"356",NA,"Buffalo NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,936,2179,239,631,860,389,1313,496
"357",NA,"Cal State Fullerton NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,768,1861,220,489,647,320,1074,413
"358",NA,"UC-Davis",NA,NA,NA,NA,NA,NA,NA,NA,NA,41,768,1806,221,484,658,330,1134,506
"359",NA,"Clemson NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,826,2033,268,387,552,332,1172,413
"360",NA,"College of Charleston NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,824,1907,239,444,602,321,1149,403
"361",NA,"Davidson NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,71,802,1826,266,370,540,258,1042,352
"362",NA,"Dayton",NA,NA,NA,NA,NA,NA,NA,NA,NA,72,824,1755,262,367,513,277,980,388
"363",NA,"East Tennessee State",NA,NA,NA,NA,NA,NA,NA,NA,NA,83,778,1929,250,435,622,352,1128,500
"364",NA,"Florida Gulf Coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,884,2092,267,480,712,358,1151,494
"365",NA,"Georgia State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,106,771,1963,307,507,727,416,1296,501
"366",NA,"Houston NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,121,744,1887,231,552,785,320,1126,457
"367",NA,"Iowa State",NA,NA,NA,NA,NA,NA,NA,NA,NA,132,856,1936,261,366,513,353,1158,356
"368",NA,"Jacksonville State",NA,NA,NA,NA,NA,NA,NA,NA,NA,137,821,2016,275,452,642,336,1169,473
"369",NA,"Kent State",NA,NA,NA,NA,NA,NA,NA,NA,NA,143,892,1998,248,470,656,352,1194,438
"370",NA,"Lipscomb NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,898,2002,249,519,751,292,1169,511
"371",NA,"Long Island University NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,152,973,2209,242,486,702,401,1275,423
"372",NA,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,158,913,2208,249,456,646,438,1331,482
"373",NA,"Loyola (IL) NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,159,877,2118,254,369,523,335,1158,484
"374",NA,"Marquette",NA,NA,NA,NA,NA,NA,NA,NA,NA,165,960,2010,244,584,782,334,1160,450
"375",NA,"Marshall NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,166,1059,2399,265,466,684,458,1466,515
"376",NA,"Maryland-Baltimore County NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,167,883,2012,282,418,618,339,1289,529
"377",NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,169,781,1909,244,334,452,334,994,351
"378",NA,"Middle Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,179,738,1713,202,510,714,240,1003,438
"379",NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,181,876,2000,268,382,542,355,1223,364
"380",NA,"Missouri NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,187,795,1949,231,425,586,343,1079,365
"381",NA,"Montana NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,190,784,1825,209,552,764,295,1102,522
"382",NA,"Mount St. Mary's",NA,NA,NA,NA,NA,NA,NA,NA,NA,193,842,1870,243,374,509,375,1204,438
"383",NA,"Murray State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,194,761,1841,199,396,547,314,1005,402
"384",NA,"New Orleans",NA,NA,NA,NA,NA,NA,NA,NA,NA,203,822,1780,226,452,645,321,1074,507
"385",NA,"North Carolina-Greensboro NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,211,729,1794,229,502,692,264,1070,528
"386",NA,"North Carolina State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,212,908,1952,199,462,657,363,1164,487
"387",NA,"North Carolina-Wilmington",NA,NA,NA,NA,NA,NA,NA,NA,NA,213,940,1970,298,490,707,285,1151,374
"388",NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,216,942,1923,251,477,652,314,1204,474
"389",NA,"Northern Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,224,752,1840,205,403,576,304,1058,450
"390",NA,"Northwestern",NA,NA,NA,NA,NA,NA,NA,NA,NA,226,729,1669,227,442,621,278,1043,403
"391",NA,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,923,2176,286,339,480,380,1243,397
"392",NA,"Ohio State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,229,811,1944,272,403,574,302,1078,418
"393",NA,"Oklahoma State",NA,NA,NA,NA,NA,NA,NA,NA,NA,231,916,2094,264,541,745,400,1292,521
"394",NA,"Oklahoma NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,232,964,2178,293,393,559,383,1237,415
"395",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,236,881,2033,285,559,738,325,1153,482
"396",NA,"Pennsylvania NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,239,816,1971,192,450,613,275,1192,406
"397",NA,"Princeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,246,738,1644,218,389,521,231,987,336
"398",NA,"Radford NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,250,819,1897,261,437,582,317,1135,469
"399",NA,"Saint Mary's (CA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,262,883,1999,200,355,495,265,988,345
"400",NA,"San Diego State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,266,795,1908,251,399,549,297,1077,443
"401",NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,278,749,1765,222,557,769,304,1116,487
"402",NA,"Southern California",NA,NA,NA,NA,NA,NA,NA,NA,NA,284,936,2124,294,397,564,358,1219,483
"403",NA,"Southern Methodist",NA,NA,NA,NA,NA,NA,NA,NA,NA,287,744,1763,259,367,539,346,1096,461
"404",NA,"St. Bonaventure NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,291,807,1917,266,527,737,353,1186,488
"405",NA,"Stephen F. Austin NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,295,768,1796,246,604,878,325,1124,691
"406",NA,"Syracuse NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,298,801,2046,289,469,642,400,1237,469
"407",NA,"Tennessee NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,303,784,1917,222,511,720,383,1194,484
"408",NA,"Texas A&M NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,305,892,2186,268,415,603,378,1222,379
"409",NA,"Texas Christian NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,307,894,1958,262,437,598,291,1001,410
"410",NA,"Texas Tech NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,313,806,2008,249,536,762,368,1199,554
"411",NA,"Texas NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,314,861,2028,237,379,532,353,1216,425
"412",NA,"Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA,317,865,1993,255,423,607,354,1202,386
"413",NA,"Vanderbilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,325,841,1806,210,476,660,293,1065,316
"414",NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,326,844,1928,248,341,478,255,1007,386
"415",NA,"Virginia Commonwealth",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,897,1992,258,418,585,318,1155,425
"416",NA,"Wake Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,333,770,1751,265,500,683,296,1064,380
"417",NA,"Winthrop",NA,NA,NA,NA,NA,NA,NA,NA,NA,344,772,1847,229,446,598,311,1070,425
"418",NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,345,798,1740,185,396,526,271,1023,386
"419",NA,"Wright State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,347,816,1965,268,407,573,303,1178,531
