"","Rank","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"2493",2493,"williams-baptist",27,66,12,4,8,5,21,13,34,63,8,11,16,10,35,18,0,0.5,0.603,0.149,0.185,0.125,0.375,0.061,0.061
"2494",2494,"new-orleans",34,63,8,11,16,10,35,18,27,66,12,4,8,5,21,13,1,0.603,0.5,0.185,0.149,0.323,0.625,0.175,0.175
"2495",2495,"texas-pan-american",27,61,8,7,9,8,25,13,19,52,8,21,31,9,26,13,1,0.508,0.442,0.156,0.135,0.235,0.49,0.115,0.115
"2496",2496,"rice",19,52,8,21,31,9,26,13,27,61,8,7,9,8,25,13,0,0.442,0.508,0.135,0.156,0.265,0.51,0.404,0.404
"2497",2497,"california-davis",30,55,7,14,21,8,29,12,24,57,12,7,10,6,21,17,1,0.609,0.526,0.136,0.201,0.276,0.58,0.255,0.255
"2498",2498,"washington-state",24,57,12,7,10,6,21,17,30,55,7,14,21,8,29,12,0,0.526,0.609,0.201,0.136,0.171,0.42,0.123,0.123
"2499",2499,"oral-roberts",26,61,6,16,28,11,37,21,28,77,4,6,11,10,27,16,1,0.475,0.39,0.19,0.153,0.289,0.578,0.262,0.262
"2500",2500,"arkansas-little-rock",28,77,4,6,11,10,27,16,26,61,6,16,28,11,37,21,0,0.39,0.475,0.153,0.19,0.213,0.422,0.078,0.078
"2501",2501,"alabama-am",14,39,3,16,24,5,24,26,26,62,5,10,20,12,24,13,0,0.397,0.46,0.291,0.136,0.172,0.5,0.41,0.41
"2502",2502,"austin-peay",26,62,5,10,20,12,24,13,14,39,3,16,24,5,24,26,1,0.46,0.397,0.136,0.291,0.333,0.5,0.161,0.161
"2503",2503,"dartmouth",21,49,8,10,16,9,13,13,28,49,8,9,16,6,21,12,0,0.51,0.653,0.166,0.155,0.3,0.382,0.204,0.204
"2504",2504,"canisius",28,49,8,9,16,6,21,12,21,49,8,10,16,9,13,13,1,0.653,0.51,0.155,0.166,0.316,0.618,0.184,0.184
"2505",2505,"monmouth",29,56,8,15,26,6,26,15,28,66,7,21,28,9,25,10,0,0.589,0.477,0.154,0.096,0.194,0.51,0.268,0.268
"2506",2506,"connecticut",28,66,7,21,28,9,25,10,29,56,8,15,26,6,26,15,1,0.477,0.589,0.096,0.154,0.257,0.49,0.318,0.318
"2507",2507,"rider",29,61,6,13,19,9,21,14,28,57,8,25,29,8,27,9,0,0.525,0.561,0.148,0.094,0.25,0.438,0.213,0.213
"2508",2508,"drexel",28,57,8,25,29,8,27,9,29,61,6,13,19,9,21,14,1,0.561,0.525,0.094,0.148,0.276,0.562,0.439,0.439
"2509",2509,"tennessee-tech",20,60,2,8,16,10,29,16,22,64,10,10,15,13,29,13,0,0.35,0.422,0.173,0.141,0.256,0.5,0.133,0.133
"2510",2510,"furman",22,64,10,10,15,13,29,13,20,60,2,8,16,10,29,16,1,0.422,0.35,0.141,0.173,0.31,0.5,0.156,0.156
"2511",2511,"tulsa",19,53,5,15,23,12,32,21,22,57,7,14,19,5,24,11,0,0.406,0.447,0.216,0.126,0.333,0.571,0.283,0.283
"2512",2512,"illinois-state",22,57,7,14,19,5,24,11,19,53,5,15,23,12,32,21,1,0.447,0.406,0.126,0.216,0.135,0.429,0.246,0.246
"2513",2513,"illinois-chicago",23,49,4,11,19,3,24,19,34,62,8,9,16,3,26,9,0,0.51,0.613,0.217,0.103,0.103,0.48,0.224,0.224
"2514",2514,"loyola-il",34,62,8,9,16,3,26,9,23,49,4,11,19,3,24,19,1,0.613,0.51,0.103,0.217,0.111,0.52,0.145,0.145
"2515",2515,"american",28,58,9,5,12,10,23,12,24,61,4,22,29,16,20,7,0,0.56,0.426,0.146,0.072,0.333,0.535,0.086,0.086
"2516",2516,"maryland-eastern-shore",24,61,4,22,29,16,20,7,28,58,9,5,12,10,23,12,1,0.426,0.56,0.072,0.146,0.41,0.465,0.361,0.361
"2517",2517,"montana-state",22,53,9,15,22,9,26,14,22,52,7,13,20,6,27,14,1,0.5,0.49,0.157,0.162,0.25,0.491,0.283,0.283
"2518",2518,"milwaukee",22,52,7,13,20,6,27,14,22,53,9,15,22,9,26,14,0,0.49,0.5,0.162,0.157,0.188,0.509,0.25,0.25
"2519",2519,"loyola-md",26,56,2,21,26,7,28,18,26,59,11,17,20,5,23,13,0,0.482,0.534,0.179,0.141,0.233,0.549,0.375,0.375
"2520",2520,"mount-st-marys",26,59,11,17,20,5,23,13,26,56,2,21,26,7,28,18,1,0.534,0.482,0.141,0.179,0.152,0.451,0.288,0.288
"2521",2521,"cornell",23,52,7,13,15,6,20,22,31,55,12,10,13,3,20,15,0,0.51,0.673,0.246,0.18,0.231,0.5,0.25,0.25
"2522",2522,"northeastern",31,55,12,10,13,3,20,15,23,52,7,13,15,6,20,22,1,0.673,0.51,0.18,0.246,0.13,0.5,0.182,0.182
"2523",2523,"portland-bible-college",21,61,4,4,5,11,20,38,49,86,13,14,15,13,25,10,0,0.377,0.645,0.364,0.09,0.306,0.444,0.066,0.066
"2524",2524,"portland-state",49,86,13,14,15,13,25,10,21,61,4,4,5,11,20,38,1,0.645,0.377,0.09,0.364,0.394,0.556,0.163,0.163
"2525",2525,"north-carolina-at",20,51,9,21,25,12,22,16,27,52,7,12,19,7,18,10,0,0.48,0.587,0.173,0.123,0.4,0.55,0.412,0.412
"2526",2526,"presbyterian",27,52,7,12,19,7,18,10,20,51,9,21,25,12,22,16,1,0.587,0.48,0.123,0.173,0.241,0.45,0.231,0.231
"2527",2527,"william-mary",38,60,16,16,19,4,44,22,30,82,16,9,21,10,14,8,1,0.767,0.463,0.217,0.072,0.222,0.759,0.267,0.267
"2528",2528,"savannah-state",30,82,16,9,21,10,14,8,38,60,16,16,19,4,44,22,0,0.463,0.767,0.072,0.217,0.185,0.241,0.11,0.11
"2529",2529,"san-jose-state",18,45,3,19,27,6,16,19,30,57,4,12,13,8,19,17,0,0.433,0.561,0.208,0.194,0.24,0.457,0.422,0.422
"2530",2530,"southern-illinois",30,57,4,12,13,8,19,17,18,45,3,19,27,6,16,19,1,0.561,0.433,0.194,0.208,0.333,0.543,0.211,0.211
"2531",2531,"sacred-heart",20,49,7,8,13,8,16,25,34,62,9,13,18,14,22,13,0,0.48,0.621,0.286,0.139,0.267,0.421,0.163,0.163
"2532",2532,"st-johns-ny",34,62,9,13,18,14,22,13,20,49,7,8,13,8,16,25,1,0.621,0.48,0.139,0.286,0.467,0.579,0.21,0.21
"2533",2533,"louisiana-monroe",21,44,8,15,22,5,20,13,23,51,6,16,27,8,21,8,0,0.568,0.51,0.164,0.093,0.192,0.488,0.341,0.341
"2534",2534,"stephen-f-austin",23,51,6,16,27,8,21,8,21,44,8,15,22,5,20,13,1,0.51,0.568,0.093,0.164,0.286,0.512,0.314,0.314
"2535",2535,"richmond",21,59,6,5,7,5,18,12,31,57,5,15,21,8,30,10,0,0.407,0.588,0.153,0.113,0.143,0.375,0.085,0.085
"2536",2536,"wake-forest",31,57,5,15,21,8,30,10,21,59,6,5,7,5,18,12,1,0.588,0.407,0.113,0.153,0.308,0.625,0.263,0.263
"2537",2537,"schreiner",11,45,6,15,27,9,26,26,30,65,4,7,14,6,31,13,0,0.311,0.492,0.264,0.141,0.225,0.456,0.333,0.333
"2538",2538,"abilene-christian",30,65,4,7,14,6,31,13,11,45,6,15,27,9,26,26,1,0.492,0.311,0.141,0.264,0.188,0.544,0.108,0.108
"2539",2539,"tennessee-martin",22,49,10,9,14,2,24,13,19,52,10,18,22,8,25,13,0,0.551,0.462,0.17,0.149,0.074,0.49,0.184,0.184
"2540",2540,"chattanooga",19,52,10,18,22,8,25,13,22,49,10,9,14,2,24,13,1,0.462,0.551,0.149,0.17,0.25,0.51,0.346,0.346
"2541",2541,"delaware-state",22,61,5,8,11,6,21,11,22,55,3,16,25,15,33,17,0,0.402,0.427,0.132,0.174,0.154,0.389,0.131,0.131
"2542",2542,"east-carolina",22,55,3,16,25,15,33,17,22,61,5,8,11,6,21,11,1,0.427,0.402,0.174,0.132,0.417,0.611,0.291,0.291
"2543",2543,"tennessee-wesleyan",23,58,10,5,6,7,15,19,32,58,11,22,34,11,24,8,0,0.483,0.647,0.228,0.08,0.226,0.385,0.086,0.086
"2544",2544,"georgia-southern",32,58,11,22,34,11,24,8,23,58,10,5,6,7,15,19,1,0.647,0.483,0.08,0.228,0.423,0.615,0.379,0.379
"2545",2545,"penn-state",28,64,12,9,11,9,19,13,28,55,4,13,21,13,23,18,1,0.531,0.545,0.147,0.191,0.281,0.452,0.141,0.141
"2546",2546,"iowa",28,55,4,13,21,13,23,18,28,64,12,9,11,9,19,13,0,0.545,0.531,0.191,0.147,0.406,0.548,0.236,0.236
"2547",2547,"army",27,56,9,19,26,8,27,17,27,57,6,15,19,4,22,15,1,0.562,0.526,0.171,0.164,0.267,0.551,0.339,0.339
"2548",2548,"marist",27,57,6,15,19,4,22,15,27,56,9,19,26,8,27,17,0,0.526,0.562,0.164,0.171,0.129,0.449,0.263,0.263
"2549",2549,"mercer",26,59,12,17,23,11,27,15,23,67,7,30,34,16,23,9,0,0.542,0.396,0.154,0.081,0.324,0.54,0.288,0.288
"2550",2550,"memphis",23,67,7,30,34,16,23,9,26,59,12,17,23,11,27,15,1,0.396,0.542,0.081,0.154,0.372,0.46,0.448,0.448
"2551",2551,"loyola-marymount",27,63,10,10,15,12,17,13,28,50,2,20,29,7,19,10,0,0.508,0.58,0.142,0.112,0.387,0.472,0.159,0.159
"2552",2552,"oregon-state",28,50,2,20,29,7,19,10,27,63,10,10,15,12,17,13,1,0.58,0.508,0.112,0.142,0.292,0.528,0.4,0.4
"2553",2553,"providence",27,49,4,10,21,6,23,20,25,59,5,20,23,8,20,11,0,0.592,0.466,0.221,0.118,0.231,0.535,0.204,0.204
"2554",2554,"rhode-island",25,59,5,20,23,8,20,11,27,49,4,10,21,6,23,20,1,0.466,0.592,0.118,0.221,0.258,0.465,0.339,0.339
"2555",2555,"villanova",33,65,19,9,12,13,35,10,21,64,5,6,8,7,17,9,1,0.654,0.367,0.114,0.111,0.433,0.673,0.138,0.138
"2556",2556,"saint-josephs",21,64,5,6,8,7,17,9,33,65,19,9,12,13,35,10,0,0.367,0.654,0.111,0.114,0.167,0.327,0.094,0.094
"2557",2557,"kansas",27,55,11,11,13,7,24,16,18,56,6,18,26,12,21,17,1,0.591,0.375,0.189,0.171,0.25,0.533,0.2,0.2
"2558",2558,"syracuse",18,56,6,18,26,12,21,17,27,55,11,11,13,7,24,16,0,0.375,0.591,0.171,0.189,0.333,0.467,0.321,0.321
"2559",2559,"wright-state",22,60,9,7,13,8,22,11,28,54,8,14,17,5,29,14,0,0.442,0.593,0.13,0.164,0.216,0.431,0.117,0.117
"2560",2560,"western-kentucky",28,54,8,14,17,5,29,14,22,60,9,7,13,8,22,11,1,0.593,0.442,0.164,0.13,0.185,0.569,0.259,0.259
"2561",2561,"ohio-state",31,47,7,14,19,4,25,13,19,49,10,10,12,5,12,13,1,0.734,0.49,0.164,0.175,0.25,0.676,0.298,0.298
"2562",2562,"wisconsin",19,49,10,10,12,5,12,13,31,47,7,14,19,4,25,13,0,0.49,0.734,0.175,0.164,0.167,0.324,0.204,0.204
"2563",2563,"jacksonville",24,67,5,12,18,15,25,15,24,62,7,15,23,14,27,16,0,0.396,0.444,0.149,0.158,0.357,0.481,0.179,0.179
"2564",2564,"eastern-kentucky",24,62,7,15,23,14,27,16,24,67,5,12,18,15,25,15,1,0.444,0.396,0.158,0.149,0.359,0.519,0.242,0.242
"2565",2565,"bowling-green-state",30,59,14,18,21,7,26,16,30,65,8,9,12,5,18,13,1,0.627,0.523,0.166,0.144,0.28,0.591,0.305,0.305
"2566",2566,"norfolk-state",30,65,8,9,12,5,18,13,30,59,14,18,21,7,26,16,0,0.523,0.627,0.144,0.166,0.161,0.409,0.138,0.138
"2567",2567,"drake",30,76,6,23,29,8,40,17,35,83,13,13,25,12,37,10,0,0.434,0.5,0.139,0.084,0.178,0.519,0.303,0.303
"2568",2568,"wyoming",35,83,13,13,25,12,37,10,30,76,6,23,29,8,40,17,1,0.5,0.434,0.084,0.139,0.231,0.481,0.157,0.157
"2569",2569,"columbia",31,62,9,11,18,9,25,16,28,62,6,24,29,12,23,9,0,0.573,0.5,0.166,0.09,0.281,0.521,0.177,0.177
"2570",2570,"albany-ny",28,62,6,24,29,12,23,9,31,62,9,11,18,9,25,16,1,0.5,0.573,0.09,0.166,0.324,0.479,0.387,0.387
"2571",2571,"south-florida",24,55,4,9,11,7,20,17,33,64,8,10,11,6,21,11,0,0.473,0.578,0.204,0.127,0.25,0.488,0.164,0.164
"2572",2572,"appalachian-state",33,64,8,10,11,6,21,11,24,55,4,9,11,7,20,17,1,0.578,0.473,0.127,0.204,0.231,0.512,0.156,0.156
"2573",2573,"vermont",26,54,6,19,26,8,18,11,27,52,11,16,23,7,22,12,0,0.537,0.625,0.12,0.137,0.267,0.45,0.352,0.352
"2574",2574,"bucknell",27,52,11,16,23,7,22,12,26,54,6,19,26,8,18,11,1,0.625,0.537,0.137,0.12,0.28,0.55,0.308,0.308
"2575",2575,"lamar",22,56,9,16,23,7,17,16,23,63,5,16,18,18,23,23,1,0.473,0.405,0.168,0.22,0.233,0.425,0.286,0.286
"2576",2576,"coastal-carolina",23,63,5,16,18,18,23,23,22,56,9,16,23,7,17,16,0,0.405,0.473,0.22,0.168,0.514,0.575,0.254,0.254
"2577",2577,"saint-peters",24,75,7,10,15,15,28,8,24,64,5,18,26,11,32,13,0,0.367,0.414,0.081,0.126,0.319,0.467,0.133,0.133
"2578",2578,"elon",24,64,5,18,26,11,32,13,24,75,7,10,15,15,28,8,1,0.414,0.367,0.126,0.081,0.282,0.533,0.281,0.281
"2579",2579,"bethune-cookman",29,69,5,12,24,7,31,16,28,63,8,29,42,7,37,16,0,0.457,0.508,0.146,0.132,0.159,0.456,0.174,0.174
"2580",2580,"florida-atlantic",28,63,8,29,42,7,37,16,29,69,5,12,24,7,31,16,1,0.508,0.457,0.132,0.146,0.184,0.544,0.46,0.46
"2581",2581,"middle-tennessee",29,60,4,19,25,12,24,18,25,52,7,19,27,7,19,15,1,0.517,0.548,0.174,0.159,0.387,0.558,0.317,0.317
"2582",2582,"florida-gulf-coast",25,52,7,19,27,7,19,15,29,60,4,19,25,12,24,18,0,0.548,0.517,0.159,0.174,0.226,0.442,0.365,0.365
"2583",2583,"south-alabama",20,51,9,9,18,6,27,17,32,67,10,13,23,8,27,1,0,0.48,0.552,0.197,0.011,0.182,0.5,0.176,0.176
"2584",2584,"florida-international",32,67,10,13,23,8,27,1,20,51,9,9,18,6,27,17,1,0.552,0.48,0.011,0.197,0.229,0.5,0.194,0.194
"2585",2585,"boston-college",27,61,7,12,13,10,27,15,23,57,10,5,7,4,17,13,1,0.5,0.491,0.168,0.168,0.37,0.614,0.197,0.197
"2586",2586,"hartford",23,57,10,5,7,4,17,13,27,61,7,12,13,10,27,15,0,0.491,0.5,0.168,0.168,0.129,0.386,0.088,0.088
"2587",2587,"arkansas",19,55,6,21,30,7,17,13,29,56,10,23,28,7,30,12,0,0.4,0.607,0.132,0.124,0.189,0.362,0.382,0.382
"2588",2588,"houston",29,56,10,23,28,7,30,12,19,55,6,21,30,7,17,13,1,0.607,0.4,0.124,0.132,0.292,0.638,0.411,0.411
"2589",2589,"cleveland-state",24,54,8,6,14,11,23,15,27,68,5,13,16,16,21,9,0,0.519,0.434,0.18,0.096,0.344,0.523,0.111,0.111
"2590",2590,"kent-state",27,68,5,13,16,16,21,9,24,54,8,6,14,11,23,15,1,0.434,0.519,0.096,0.18,0.41,0.477,0.191,0.191
"2591",2591,"fresno-state",38,62,10,20,22,11,25,16,21,50,9,19,28,5,12,17,1,0.694,0.51,0.159,0.178,0.478,0.676,0.323,0.323
"2592",2592,"long-beach-state",21,50,9,19,28,5,12,17,38,62,10,20,22,11,25,16,0,0.51,0.694,0.178,0.159,0.167,0.324,0.38,0.38
"2593",2593,"miles",22,59,2,9,16,7,18,18,36,63,13,21,29,11,27,15,0,0.39,0.675,0.193,0.14,0.206,0.4,0.153,0.153
"2594",2594,"louisiana-tech",36,63,13,21,29,11,27,15,22,59,2,9,16,7,18,18,1,0.675,0.39,0.14,0.193,0.379,0.6,0.333,0.333
"2595",2595,"akron",24,63,6,10,19,10,20,22,30,64,10,16,20,16,25,20,0,0.429,0.547,0.211,0.191,0.286,0.444,0.159,0.159
"2596",2596,"marshall",30,64,10,16,20,16,25,20,24,63,6,10,19,10,20,22,1,0.547,0.429,0.191,0.211,0.444,0.556,0.25,0.25
"2597",2597,"southeast-missouri-state",31,55,10,14,22,8,22,10,29,57,5,14,19,7,21,13,1,0.655,0.553,0.114,0.145,0.276,0.512,0.255,0.255
"2598",2598,"north-carolina-central",29,57,5,14,19,7,21,13,31,55,10,14,22,8,22,10,0,0.553,0.655,0.145,0.114,0.241,0.488,0.246,0.246
"2599",2599,"trinity-baptist",26,68,4,2,5,12,23,15,35,77,11,4,5,15,28,15,0,0.412,0.526,0.17,0.154,0.3,0.451,0.029,0.029
"2600",2600,"north-florida",35,77,11,4,5,15,28,15,26,68,4,2,5,12,23,15,1,0.526,0.412,0.154,0.17,0.395,0.549,0.052,0.052
"2601",2601,"morehead-state",19,51,4,7,14,9,16,21,32,54,12,10,26,11,25,16,0,0.412,0.704,0.243,0.166,0.265,0.39,0.137,0.137
"2602",2602,"northern-kentucky",32,54,12,10,26,11,25,16,19,51,4,7,14,9,16,21,1,0.704,0.412,0.166,0.243,0.407,0.61,0.185,0.185
"2603",2603,"saint-francis-pa",29,48,15,10,18,2,21,18,33,60,8,11,18,8,17,13,0,0.76,0.617,0.213,0.142,0.105,0.553,0.208,0.208
"2604",2604,"stony-brook",33,60,8,11,18,8,17,13,29,48,15,10,18,2,21,18,1,0.617,0.76,0.142,0.213,0.276,0.447,0.183,0.183
"2605",2605,"texas-southern",23,61,8,15,16,8,31,18,25,58,10,11,17,4,26,14,0,0.443,0.517,0.189,0.157,0.235,0.544,0.246,0.246
"2606",2606,"toledo",25,58,10,11,17,4,26,14,23,61,8,15,16,8,31,18,1,0.517,0.443,0.157,0.189,0.114,0.456,0.19,0.19
"2607",2607,"hawaii",23,63,4,10,15,7,22,9,25,56,8,22,27,8,33,13,0,0.397,0.518,0.103,0.135,0.175,0.4,0.159,0.159
"2608",2608,"utah",25,56,8,22,27,8,33,13,23,63,4,10,15,7,22,9,1,0.518,0.397,0.135,0.103,0.267,0.6,0.393,0.393
"2609",2609,"old-dominion",32,64,5,6,7,5,20,11,26,53,10,20,25,7,26,16,0,0.539,0.585,0.133,0.169,0.161,0.435,0.094,0.094
"2610",2610,"virginia-commonwealth",26,53,10,20,25,7,26,16,32,64,5,6,7,5,20,11,1,0.585,0.539,0.169,0.133,0.259,0.565,0.377,0.377
"2611",2611,"texas-state",18,59,2,14,19,11,13,11,28,51,4,11,13,10,27,18,0,0.322,0.588,0.123,0.218,0.289,0.325,0.237,0.237
"2612",2612,"houston-baptist",28,51,4,11,13,10,27,18,18,59,2,14,19,11,13,11,1,0.588,0.322,0.218,0.123,0.435,0.675,0.216,0.216
"2613",2613,"charlotte",28,61,10,16,19,5,25,9,30,61,7,20,27,8,29,9,0,0.541,0.549,0.101,0.092,0.147,0.463,0.262,0.262
"2614",2614,"james-madison",30,61,7,20,27,8,29,9,28,61,10,16,19,5,25,9,1,0.549,0.541,0.092,0.101,0.242,0.537,0.328,0.328
"2615",2615,"princeton",19,61,8,6,9,8,21,11,30,60,14,6,9,7,31,12,0,0.377,0.617,0.135,0.147,0.205,0.404,0.098,0.098
"2616",2616,"miami-fl",30,60,14,6,9,7,31,12,19,61,8,6,9,8,21,11,1,0.617,0.377,0.147,0.135,0.25,0.596,0.1,0.1
"2617",2617,"florida-am",22,57,5,10,11,13,18,13,31,65,5,13,21,15,22,5,0,0.43,0.515,0.16,0.055,0.371,0.45,0.175,0.175
"2618",2618,"murray-state",31,65,5,13,21,15,22,5,22,57,5,10,11,13,18,13,1,0.515,0.43,0.055,0.16,0.455,0.55,0.2,0.2
"2619",2619,"missouri-state",30,62,9,4,6,10,29,7,21,59,3,8,12,9,21,7,1,0.556,0.381,0.093,0.089,0.323,0.58,0.065,0.065
"2620",2620,"south-dakota-state",21,59,3,8,12,9,21,7,30,62,9,4,6,10,29,7,0,0.381,0.556,0.089,0.093,0.237,0.42,0.136,0.136
"2621",2621,"san-diego-christian",22,51,8,16,20,4,16,17,27,53,5,28,36,9,27,11,0,0.51,0.557,0.192,0.11,0.129,0.372,0.314,0.314
"2622",2622,"southern-utah",27,53,5,28,36,9,27,11,22,51,8,16,20,4,16,17,1,0.557,0.51,0.11,0.192,0.36,0.628,0.528,0.528
"2623",2623,"lipscomb",28,56,12,27,35,6,26,19,30,64,8,18,27,8,28,21,1,0.607,0.531,0.172,0.187,0.176,0.481,0.482,0.482
"2624",2624,"tennessee-state",30,64,8,18,27,8,28,21,28,56,12,27,35,6,26,19,0,0.531,0.607,0.187,0.172,0.235,0.519,0.281,0.281
"2625",2625,"north-texas",21,57,6,12,23,18,26,19,21,55,4,19,36,15,17,11,0,0.421,0.418,0.191,0.107,0.514,0.605,0.211,0.211
"2626",2626,"texas-arlington",21,55,4,19,36,15,17,11,21,57,6,12,23,18,26,19,1,0.418,0.421,0.107,0.191,0.366,0.395,0.345,0.345
"2627",2627,"yale",26,58,7,7,10,6,21,14,38,64,9,7,12,6,24,9,0,0.509,0.664,0.17,0.105,0.2,0.467,0.121,0.121
"2628",2628,"texas-christian",38,64,9,7,12,6,24,9,26,58,7,7,10,6,21,14,1,0.664,0.509,0.105,0.17,0.222,0.533,0.109,0.109
"2629",2629,"miami-oh",28,66,9,11,18,9,30,14,28,67,11,6,9,8,29,18,1,0.492,0.5,0.142,0.191,0.237,0.508,0.167,0.167
"2630",2630,"western-illinois",28,67,11,6,9,8,29,18,28,66,9,11,18,9,30,14,0,0.5,0.492,0.191,0.142,0.211,0.492,0.09,0.09
"2631",2631,"san-francisco",18,63,11,10,14,13,18,14,23,50,4,25,36,13,30,14,0,0.373,0.5,0.153,0.139,0.302,0.375,0.159,0.159
"2632",2632,"arizona-state",23,50,4,25,36,13,30,14,18,63,11,10,14,13,18,14,1,0.5,0.373,0.139,0.153,0.419,0.625,0.5,0.5
"2633",2633,"cal-lutheran",21,59,7,9,13,6,16,11,35,67,5,11,13,14,30,9,0,0.415,0.56,0.132,0.101,0.167,0.348,0.153,0.153
"2634",2634,"cal-state-fullerton",35,67,5,11,13,14,30,9,21,59,7,9,13,6,16,11,1,0.56,0.415,0.101,0.132,0.467,0.652,0.164,0.164
"2635",2635,"california-riverside",19,50,4,14,19,8,33,24,24,69,4,16,23,16,23,8,0,0.42,0.377,0.257,0.08,0.258,0.589,0.28,0.28
"2636",2636,"grand-canyon",24,69,4,16,23,16,23,8,19,50,4,14,19,8,33,24,1,0.377,0.42,0.08,0.257,0.327,0.411,0.232,0.232
"2637",2637,"new-mexico",21,56,11,23,35,9,27,14,29,54,9,21,27,2,29,13,0,0.473,0.62,0.133,0.138,0.237,0.482,0.411,0.411
"2638",2638,"texas-el-paso",29,54,9,21,27,2,29,13,21,56,11,23,35,9,27,14,1,0.62,0.473,0.138,0.133,0.069,0.518,0.389,0.389
"2639",2639,"brigham-young",23,52,5,24,28,4,30,13,18,42,3,7,14,9,22,12,1,0.49,0.464,0.139,0.175,0.154,0.577,0.462,0.462
"2640",2640,"utah-state",18,42,3,7,14,9,22,12,23,52,5,24,28,4,30,13,0,0.464,0.49,0.175,0.139,0.231,0.423,0.167,0.167
"2641",2641,"texas-san-antonio",29,70,8,14,21,9,18,10,27,61,8,26,33,18,36,18,0,0.471,0.508,0.099,0.16,0.2,0.333,0.2,0.2
"2642",2642,"utah-valley",27,61,8,26,33,18,36,18,29,70,8,14,21,9,18,10,1,0.508,0.471,0.16,0.099,0.5,0.667,0.426,0.426
"2643",2643,"pepperdine",29,55,2,21,27,5,21,9,30,57,11,20,23,6,23,7,0,0.545,0.623,0.098,0.08,0.179,0.477,0.382,0.382
"2644",2644,"cal-poly",30,57,11,20,23,6,23,7,29,55,2,21,27,5,21,9,1,0.623,0.545,0.08,0.098,0.222,0.523,0.351,0.351
"2645",2645,"northern-arizona",24,46,4,8,14,9,17,23,19,49,6,8,14,12,15,25,1,0.565,0.449,0.276,0.283,0.375,0.531,0.174,0.174
"2646",2646,"cal-state-bakersfield",19,49,6,8,14,12,15,25,24,46,4,8,14,9,17,23,0,0.449,0.565,0.283,0.276,0.414,0.469,0.163,0.163
"2647",2647,"nevada",26,57,10,14,21,6,24,5,28,65,4,5,11,18,27,12,1,0.544,0.462,0.06,0.136,0.182,0.471,0.246,0.246
"2648",2648,"california-irvine",28,65,4,5,11,18,27,12,26,57,10,14,21,6,24,5,0,0.462,0.544,0.136,0.06,0.429,0.529,0.077,0.077
"2649",2649,"san-diego",21,58,6,9,23,8,29,17,22,54,8,15,25,7,35,15,0,0.414,0.481,0.173,0.159,0.186,0.453,0.155,0.155
"2650",2650,"california-santa-barbara",22,54,8,15,25,7,35,15,21,58,6,9,23,8,29,17,1,0.481,0.414,0.159,0.173,0.194,0.547,0.278,0.278
"2651",2651,"arizona",35,75,6,15,17,11,20,14,33,62,3,19,26,8,26,17,1,0.507,0.556,0.132,0.161,0.297,0.435,0.2,0.2
"2652",2652,"nevada-las-vegas",33,62,3,19,26,8,26,17,35,75,6,15,17,11,20,14,0,0.556,0.507,0.161,0.132,0.286,0.565,0.306,0.306
"2653",2653,"arkansas-pine-bluff",21,37,5,10,16,1,23,20,23,48,12,14,17,5,19,15,0,0.635,0.604,0.272,0.186,0.05,0.548,0.27,0.27
"2654",2654,"santa-clara",23,48,12,14,17,5,19,15,21,37,5,10,16,1,23,20,1,0.604,0.635,0.186,0.272,0.179,0.452,0.292,0.292
"2655",2655,"southern-california",20,47,5,10,15,8,19,17,27,53,8,10,23,11,20,9,0,0.479,0.585,0.214,0.105,0.286,0.487,0.213,0.213
"2656",2656,"southern-methodist",27,53,8,10,23,11,20,9,20,47,5,10,15,8,19,17,1,0.585,0.479,0.105,0.214,0.367,0.513,0.189,0.189
"2657",2657,"saint-marys-ca",25,51,6,18,21,6,23,9,26,53,5,6,11,5,17,12,1,0.549,0.538,0.111,0.157,0.261,0.575,0.353,0.353
"2658",2658,"california",26,53,5,6,11,5,17,12,25,51,6,18,21,6,23,9,0,0.538,0.549,0.157,0.111,0.179,0.425,0.113,0.113
"2659",2659,"morgan-state",19,49,6,15,17,9,14,14,23,49,9,11,16,13,21,18,0,0.449,0.561,0.174,0.216,0.3,0.4,0.306,0.306
"2660",2660,"navy",23,49,9,11,16,13,21,18,19,49,6,15,17,9,14,14,1,0.561,0.449,0.216,0.174,0.481,0.6,0.224,0.224
"2661",2661,"central-florida",25,52,7,8,15,8,26,17,22,51,3,15,23,7,19,15,1,0.548,0.461,0.201,0.168,0.296,0.578,0.154,0.154
"2662",2662,"alabama",22,51,3,15,23,7,19,15,25,52,7,8,15,8,26,17,0,0.461,0.548,0.168,0.201,0.212,0.422,0.294,0.294
"2663",2663,"temple",26,54,8,7,10,3,16,9,27,45,9,8,13,4,22,17,0,0.556,0.7,0.123,0.225,0.12,0.421,0.13,0.13
"2664",2664,"george-washington",27,45,9,8,13,4,22,17,26,54,8,7,10,3,16,9,1,0.7,0.556,0.225,0.123,0.2,0.579,0.178,0.178
"2665",2665,"southern-illinois-edwardsville",28,70,9,6,8,8,15,13,28,61,12,18,24,14,26,17,0,0.464,0.557,0.142,0.166,0.235,0.366,0.086,0.086
